"start","end","attributes_robin","attributes_ncbi"
3335,3683,"Beaba1|1","BBA_00001"
1795297,1795578,"Beaba1|584","BBA_00584"
1795982,1796953,"Beaba1|585","BBA_00585"
1797734,1800211,"Beaba1|586","BBA_00586"
1801051,1804895,"Beaba1|587","BBA_00587"
1808210,1811306,"Beaba1|588","BBA_00588"
1812207,1813460,"Beaba1|589","BBA_00589"
1818250,1818711,"Beaba1|590","BBA_00590"
1820597,1822534,"Beaba1|591","BBA_00591"
1823974,1828615,"Beaba1|592","BBA_00592"
1830381,1832139,"Beaba1|593","BBA_00593"
1832886,1834837,"Beaba1|594","BBA_00594"
1838043,1840274,"Beaba1|595","BBA_00595"
1840817,1841632,"Beaba1|596","BBA_00596"
1841689,1842410,"Beaba1|597","BBA_00597"
1843104,1844050,"Beaba1|598","BBA_00598"
1844210,1846822,"Beaba1|599","BBA_00599"
1848818,1849579,"Beaba1|600","BBA_00600"
1852700,1853736,"Beaba1|601","BBA_00601"
1857028,1860183,"Beaba1|602","BBA_00602"
1860584,1862612,"Beaba1|603","BBA_00603"
1863252,1865766,"Beaba1|604","BBA_00604"
1866293,1866648,"Beaba1|605","BBA_00605"
1867810,1869401,"Beaba1|606","BBA_00606"
1870918,1872479,"Beaba1|607","BBA_00607"
1873638,1875257,"Beaba1|608","BBA_00608"
1878773,1880902,"Beaba1|609","BBA_00609"
1883152,1884538,"Beaba1|610","BBA_00610"
1885298,1890088,"Beaba1|611","BBA_00611"
1892034,1893968,"Beaba1|612","BBA_00612"
1895896,1896966,"Beaba1|613","BBA_00613"
1897851,1899232,"Beaba1|614","BBA_00614"
1900185,1901471,"Beaba1|615","BBA_00615"
1901849,1903744,"Beaba1|616","BBA_00616"
1905413,1909471,"Beaba1|617","BBA_00617"
1909823,1910868,"Beaba1|618","BBA_00618"
1912219,1915288,"Beaba1|619","BBA_00619"
1915366,1916205,"Beaba1|620","BBA_00620"
1917280,1920728,"Beaba1|621","BBA_00621"
1921410,1923122,"Beaba1|622","BBA_00622"
1924458,1927136,"Beaba1|623","BBA_00623"
1928566,1928870,"Beaba1|624","BBA_00624"
1931181,1932821,"Beaba1|625","BBA_00625"
1932965,1934044,"Beaba1|626","BBA_00626"
1934640,1937014,"Beaba1|627","BBA_00627"
1937466,1939191,"Beaba1|628","BBA_00628"
1939461,1940555,"Beaba1|629","BBA_00629"
1941457,1943333,"Beaba1|630","BBA_00630"
1943954,1945217,"Beaba1|631","BBA_00631"
1945656,1947671,"Beaba1|632","BBA_00632"
1948680,1953151,"Beaba1|633","BBA_00633"
1955131,1955961,"Beaba1|634","BBA_00634"
1956050,1957414,"Beaba1|635","BBA_00635"
1959098,1960921,"Beaba1|636","BBA_00636"
1963910,1965250,"Beaba1|637","BBA_00637"
1965522,1966749,"Beaba1|638","BBA_00638"
1966941,1967448,"Beaba1|639","BBA_00639"
1968003,1969130,"Beaba1|640","BBA_00640"
1969665,1970864,"Beaba1|641","BBA_00641"
1971932,1972785,"Beaba1|642","BBA_00642"
1973404,1974282,"Beaba1|643","BBA_00643"
1976103,1976876,"Beaba1|644","BBA_00644"
1977313,1978254,"Beaba1|645","BBA_00645"
1979015,1979514,"Beaba1|646","BBA_00646"
1980819,1982590,"Beaba1|647","BBA_00647"
1983413,1984496,"Beaba1|648","BBA_00648"
1985391,1986886,"Beaba1|649","BBA_00649"
1987504,1988516,"Beaba1|650","BBA_00650"
1988916,1990301,"Beaba1|651","BBA_00651"
1991845,1992658,"Beaba1|652","BBA_00652"
1993958,1996022,"Beaba1|653","BBA_00653"
1998610,1999739,"Beaba1|654","BBA_00654"
2005351,2006571,"Beaba1|655","BBA_00655"
2007638,2008229,"Beaba1|656","BBA_00656"
2010898,2012448,"Beaba1|657","BBA_00657"
2014715,2017571,"Beaba1|658","BBA_00658"
2017914,2018767,"Beaba1|659","BBA_00659"
2019232,2020712,"Beaba1|660","BBA_00660"
2021139,2024886,"Beaba1|661","BBA_00661"
2026614,2028938,"Beaba1|662","BBA_00662"
2029249,2030854,"Beaba1|663","BBA_00663"
2032176,2033186,"Beaba1|664","BBA_00664"
2033539,2034212,"Beaba1|665","BBA_00665"
2038017,2038700,"Beaba1|666","BBA_00666"
2039135,2043623,"Beaba1|667","BBA_00667"
2045019,2045594,"Beaba1|668","BBA_00668"
2045749,2047340,"Beaba1|669","BBA_00669"
2047717,2048967,"Beaba1|670","BBA_00670"
2050508,2051173,"Beaba1|671","BBA_00671"
2052441,2053321,"Beaba1|672","BBA_00672"
2053528,2055429,"Beaba1|673","BBA_00673"
2056548,2058216,"Beaba1|674","BBA_00674"
2058370,2060157,"Beaba1|675","BBA_00675"
2061741,2064561,"Beaba1|676","BBA_00676"
2065640,2067837,"Beaba1|677","BBA_00677"
2068706,2070804,"Beaba1|678","BBA_00678"
2076851,2078584,"Beaba1|679","BBA_00679"
2079743,2081086,"Beaba1|680","BBA_00680"
2081940,2083124,"Beaba1|681","BBA_00681"
1222,3333,"Beaba1|682","BBA_00682"
4682,6610,"Beaba1|683","BBA_00683"
7430,8015,"Beaba1|684","BBA_00684"
8306,8736,"Beaba1|685","BBA_00685"
9189,9839,"Beaba1|686","BBA_00686"
11178,13310,"Beaba1|687","BBA_00687"
15510,16225,"Beaba1|688","BBA_00688"
17083,17944,"Beaba1|689","BBA_00689"
20046,21259,"Beaba1|690","BBA_00690"
21659,23032,"Beaba1|691","BBA_00691"
27195,28218,"Beaba1|692","BBA_00692"
35032,39590,"Beaba1|693","BBA_00693"
39681,41387,"Beaba1|694","BBA_00694"
46172,47725,"Beaba1|695","BBA_00695"
50932,52560,"Beaba1|696","BBA_00696"
53439,56514,"Beaba1|697","BBA_00697"
59001,62273,"Beaba1|698","BBA_00698"
64306,65498,"Beaba1|699","BBA_00699"
66401,67774,"Beaba1|700","BBA_00700"
69247,71166,"Beaba1|701","BBA_00701"
73329,75079,"Beaba1|702","BBA_00702"
76202,76963,"Beaba1|703","BBA_00703"
83550,84981,"Beaba1|704","BBA_00704"
85227,86291,"Beaba1|705","BBA_00705"
86829,89885,"Beaba1|706","BBA_00706"
90733,91983,"Beaba1|707","BBA_00707"
93102,93326,"Beaba1|708","BBA_00708"
94309,96075,"Beaba1|709","BBA_00709"
97621,99586,"Beaba1|710","BBA_00710"
100057,100378,"Beaba1|711","BBA_00711"
106389,106924,"Beaba1|712","BBA_00712"
107986,110419,"Beaba1|713","BBA_00713"
115225,115869,"Beaba1|714","BBA_00714"
116121,118601,"Beaba1|715","BBA_00715"
119481,120540,"Beaba1|716","BBA_00716"
121750,122075,"Beaba1|717","BBA_00717"
122348,122977,"Beaba1|718","BBA_00718"
123915,124877,"Beaba1|719","BBA_00719"
125459,127209,"Beaba1|720","BBA_00720"
127854,129279,"Beaba1|721","BBA_00721"
129902,131623,"Beaba1|722","BBA_00722"
132178,133119,"Beaba1|723","BBA_00723"
133762,136155,"Beaba1|724","BBA_00724"
137081,140511,"Beaba1|725","BBA_00725"
145391,147106,"Beaba1|726","BBA_00726"
148895,149158,"Beaba1|727","BBA_00727"
153179,154459,"Beaba1|728","BBA_00728"
155246,156847,"Beaba1|729","BBA_00729"
157179,158838,"Beaba1|730","BBA_00730"
163061,163945,"Beaba1|731","BBA_00731"
164716,166137,"Beaba1|732","BBA_00732"
166203,167087,"Beaba1|733","BBA_00733"
168577,169122,"Beaba1|734","BBA_00734"
169851,172933,"Beaba1|735","BBA_00735"
174197,174514,"Beaba1|736","BBA_00736"
174940,176998,"Beaba1|737","BBA_00737"
177688,182633,"Beaba1|738","BBA_00738"
183716,187107,"Beaba1|739","BBA_00739"
194442,196713,"Beaba1|740","BBA_00740"
197624,198885,"Beaba1|741","BBA_00741"
200849,201395,"Beaba1|742","BBA_00742"
203373,205877,"Beaba1|743","BBA_00743"
206280,206684,"Beaba1|744","BBA_00744"
206843,208016,"Beaba1|745","BBA_00745"
208491,208971,"Beaba1|746","BBA_00746"
209770,211150,"Beaba1|747","BBA_00747"
211668,212144,"Beaba1|748","BBA_00748"
213308,215929,"Beaba1|749","BBA_00749"
216452,216813,"Beaba1|750","BBA_00750"
218284,219870,"Beaba1|751","BBA_00751"
221696,222697,"Beaba1|752","BBA_00752"
226080,229241,"Beaba1|753","BBA_00753"
231395,232414,"Beaba1|754","BBA_00754"
234877,236580,"Beaba1|755","BBA_00755"
252304,253620,"Beaba1|756","BBA_00756"
254983,258081,"Beaba1|757","BBA_00757"
258648,259420,"Beaba1|758","BBA_00758"
260243,260698,"Beaba1|759","BBA_00759"
261591,264391,"Beaba1|760","BBA_00760"
266660,268040,"Beaba1|761","BBA_00761"
269093,269777,"Beaba1|762","BBA_00762"
270328,271717,"Beaba1|763","BBA_00763"
272801,273818,"Beaba1|764","BBA_00764"
276909,278841,"Beaba1|765","BBA_00765"
280781,281638,"Beaba1|766","BBA_00766"
284932,286329,"Beaba1|767","BBA_00767"
287322,289282,"Beaba1|768","BBA_00768"
290334,290771,"Beaba1|769","BBA_00769"
291557,294115,"Beaba1|770","BBA_00770"
295239,296420,"Beaba1|771","BBA_00771"
297240,297812,"Beaba1|772","BBA_00772"
299254,300869,"Beaba1|773","BBA_00773"
301626,304946,"Beaba1|774","BBA_00774"
307707,309436,"Beaba1|775","BBA_00775"
310063,311394,"Beaba1|776","BBA_00776"
311817,314189,"Beaba1|777","BBA_00777"
315544,318290,"Beaba1|778","BBA_00778"
324464,326351,"Beaba1|779","BBA_00779"
327248,330452,"Beaba1|780","BBA_00780"
332823,337580,"Beaba1|781","BBA_00781"
338299,339270,"Beaba1|782","BBA_00782"
339316,340296,"Beaba1|783","BBA_00783"
342114,343963,"Beaba1|784","BBA_00784"
344929,345792,"Beaba1|785","BBA_00785"
346905,347651,"Beaba1|786","BBA_00786"
347705,348451,"Beaba1|787","BBA_00787"
349092,351642,"Beaba1|788","BBA_00788"
354796,355438,"Beaba1|789","BBA_00789"
356179,357254,"Beaba1|790","BBA_00790"
358696,359399,"Beaba1|791","BBA_00791"
359683,362626,"Beaba1|792","BBA_00792"
365244,366548,"Beaba1|793","BBA_00793"
367303,368208,"Beaba1|794","BBA_00794"
368966,370477,"Beaba1|795","BBA_00795"
371054,373240,"Beaba1|796","BBA_00796"
374011,374975,"Beaba1|797","BBA_00797"
375863,376162,"Beaba1|798","BBA_00798"
377375,379330,"Beaba1|799","BBA_00799"
384240,385509,"Beaba1|800","BBA_00800"
385791,389255,"Beaba1|801","BBA_00801"
389871,390707,"Beaba1|802","BBA_00802"
393320,395232,"Beaba1|803","BBA_00803"
412819,414995,"Beaba1|804","BBA_00804"
415715,416553,"Beaba1|805","BBA_00805"
416931,419053,"Beaba1|806","BBA_00806"
422174,422443,"Beaba1|807","BBA_00807"
422666,423467,"Beaba1|808","BBA_00808"
424023,426043,"Beaba1|809","BBA_00809"
426968,428545,"Beaba1|810","BBA_00810"
431693,432125,"Beaba1|811","BBA_00811"
439438,440529,"Beaba1|812","BBA_00812"
445065,449666,"Beaba1|813","BBA_00813"
450280,451233,"Beaba1|814","BBA_00814"
451488,452624,"Beaba1|815","BBA_00815"
454369,455558,"Beaba1|816","BBA_00816"
456530,457789,"Beaba1|817","BBA_00817"
458612,460528,"Beaba1|818","BBA_00818"
461548,462111,"Beaba1|819","BBA_00819"
462558,463584,"Beaba1|820","BBA_00820"
463756,467967,"Beaba1|821","BBA_00821"
469087,471089,"Beaba1|822","BBA_00822"
471955,474229,"Beaba1|823","BBA_00823"
474847,478398,"Beaba1|824","BBA_00824"
479019,481035,"Beaba1|825","BBA_00825"
483692,484675,"Beaba1|826","BBA_00826"
485074,486758,"Beaba1|827","BBA_00827"
488811,490356,"Beaba1|828","BBA_00828"
494615,495667,"Beaba1|829","BBA_00829"
499333,501274,"Beaba1|830","BBA_00830"
507552,508639,"Beaba1|831","BBA_00831"
510577,512875,"Beaba1|832","BBA_00832"
514844,517190,"Beaba1|833","BBA_00833"
518576,519229,"Beaba1|834","BBA_00834"
520894,522501,"Beaba1|835","BBA_00835"
523740,524733,"Beaba1|836","BBA_00836"
524958,527906,"Beaba1|837","BBA_00837"
528686,530740,"Beaba1|838","BBA_00838"
531439,532806,"Beaba1|839","BBA_00839"
534334,535494,"Beaba1|840","BBA_00840"
536553,539169,"Beaba1|841","BBA_00841"
539789,541097,"Beaba1|842","BBA_00842"
541525,542670,"Beaba1|843","BBA_00843"
543905,546604,"Beaba1|844","BBA_00844"
561558,563588,"Beaba1|845","BBA_00845"
564618,566038,"Beaba1|846","BBA_00846"
570288,572546,"Beaba1|847","BBA_00847"
572810,573562,"Beaba1|848","BBA_00848"
573984,579937,"Beaba1|849","BBA_00849"
581896,583842,"Beaba1|850","BBA_00850"
584926,587354,"Beaba1|851","BBA_00851"
589555,592166,"Beaba1|852","BBA_00852"
592928,594615,"Beaba1|853","BBA_00853"
596605,597795,"Beaba1|854","BBA_00854"
599406,601181,"Beaba1|855","BBA_00855"
607449,607826,"Beaba1|856","BBA_00856"
607924,609054,"Beaba1|857","BBA_00857"
613815,614663,"Beaba1|858","BBA_00858"
616161,617966,"Beaba1|859","BBA_00859"
618683,619057,"Beaba1|860","BBA_00860"
622551,624612,"Beaba1|861","BBA_00861"
633840,634713,"Beaba1|862","BBA_00862"
637913,640853,"Beaba1|863","BBA_00863"
642372,642867,"Beaba1|864","BBA_00864"
643286,644575,"Beaba1|865","BBA_00865"
644725,645652,"Beaba1|866","BBA_00866"
646606,648573,"Beaba1|867","BBA_00867"
656394,657984,"Beaba1|868","BBA_00868"
658930,660952,"Beaba1|869","BBA_00869"
663186,665627,"Beaba1|870","BBA_00870"
665967,667085,"Beaba1|871","BBA_00871"
667526,669538,"Beaba1|872","BBA_00872"
670326,672079,"Beaba1|873","BBA_00873"
672700,675945,"Beaba1|874","BBA_00874"
678569,683192,"Beaba1|875","BBA_00875"
684460,685932,"Beaba1|876","BBA_00876"
687237,688493,"Beaba1|877","BBA_00877"
692094,693596,"Beaba1|878","BBA_00878"
693862,694996,"Beaba1|879","BBA_00879"
696933,700429,"Beaba1|880","BBA_00880"
701510,702901,"Beaba1|881","BBA_00881"
703304,704329,"Beaba1|882","BBA_00882"
705066,706887,"Beaba1|883","BBA_00883"
709695,710246,"Beaba1|884","BBA_00884"
711792,715039,"Beaba1|885","BBA_00885"
715478,717931,"Beaba1|886","BBA_00886"
718458,720037,"Beaba1|887","BBA_00887"
721349,722705,"Beaba1|888","BBA_00888"
723097,724961,"Beaba1|889","BBA_00889"
726289,728620,"Beaba1|890","BBA_00890"
730234,731759,"Beaba1|891","BBA_00891"
733917,734431,"Beaba1|892","BBA_00892"
742597,744542,"Beaba1|893","BBA_00893"
745327,747549,"Beaba1|894","BBA_00894"
760597,764290,"Beaba1|895","BBA_00895"
769321,770922,"Beaba1|896","BBA_00896"
771227,772321,"Beaba1|897","BBA_00897"
773426,774637,"Beaba1|898","BBA_00898"
776144,777266,"Beaba1|899","BBA_00899"
781405,783658,"Beaba1|900","BBA_00900"
785994,787665,"Beaba1|901","BBA_00901"
790442,791329,"Beaba1|902","BBA_00902"
791621,793969,"Beaba1|903","BBA_00903"
795120,798834,"Beaba1|904","BBA_00904"
799952,802154,"Beaba1|905","BBA_00905"
804394,807655,"Beaba1|906","BBA_00906"
814041,815060,"Beaba1|907","BBA_00907"
819401,820431,"Beaba1|908","BBA_00908"
821145,822705,"Beaba1|909","BBA_00909"
823330,824213,"Beaba1|910","BBA_00910"
825716,830223,"Beaba1|911","BBA_00911"
840660,842601,"Beaba1|912","BBA_00912"
843874,845160,"Beaba1|913","BBA_00913"
855046,856373,"Beaba1|914","BBA_00914"
859923,860832,"Beaba1|915","BBA_00915"
862203,862631,"Beaba1|916","BBA_00916"
870269,872404,"Beaba1|917","BBA_00917"
873238,874257,"Beaba1|918","BBA_00918"
874843,877395,"Beaba1|919","BBA_00919"
878292,880616,"Beaba1|920","BBA_00920"
881157,883160,"Beaba1|921","BBA_00921"
884900,885864,"Beaba1|922","BBA_00922"
886177,887763,"Beaba1|923","BBA_00923"
888486,893427,"Beaba1|924","BBA_00924"
894542,897512,"Beaba1|925","BBA_00925"
897767,898676,"Beaba1|926","BBA_00926"
899223,900951,"Beaba1|927","BBA_00927"
902071,904453,"Beaba1|928","BBA_00928"
905182,905483,"Beaba1|929","BBA_00929"
905984,911093,"Beaba1|930","BBA_00930"
912924,914107,"Beaba1|931","BBA_00931"
915063,915340,"Beaba1|932","BBA_00932"
918810,920806,"Beaba1|933","BBA_00933"
921166,922543,"Beaba1|934","BBA_00934"
923662,925148,"Beaba1|935","BBA_00935"
926588,927681,"Beaba1|936","BBA_00936"
941200,945242,"Beaba1|937","BBA_00937"
945973,946868,"Beaba1|938","BBA_00938"
947486,948457,"Beaba1|939","BBA_00939"
951016,952294,"Beaba1|940","BBA_00940"
952799,955048,"Beaba1|941","BBA_00941"
956156,957754,"Beaba1|942","BBA_00942"
960072,960914,"Beaba1|943","BBA_00943"
962095,963718,"Beaba1|944","BBA_00944"
965685,966827,"Beaba1|945","BBA_00945"
968745,971588,"Beaba1|946","BBA_00946"
972665,973171,"Beaba1|947","BBA_00947"
973557,974616,"Beaba1|948","BBA_00948"
976092,977361,"Beaba1|949","BBA_00949"
978630,980048,"Beaba1|950","BBA_00950"
981550,982854,"Beaba1|951","BBA_00951"
986349,987396,"Beaba1|952","BBA_00952"
987736,989615,"Beaba1|953","BBA_00953"
991944,992688,"Beaba1|954","BBA_00954"
993200,995641,"Beaba1|955","BBA_00955"
997537,1000788,"Beaba1|956","BBA_00956"
1003341,1004683,"Beaba1|957","BBA_00957"
1005191,1006166,"Beaba1|958","BBA_00958"
1013177,1015372,"Beaba1|959","BBA_00959"
1016543,1018915,"Beaba1|960","BBA_00960"
1019611,1021892,"Beaba1|961","BBA_00961"
1024297,1026244,"Beaba1|962","BBA_00962"
1026962,1031539,"Beaba1|963","BBA_00963"
1032387,1033036,"Beaba1|964","BBA_00964"
1033997,1035678,"Beaba1|965","BBA_00965"
1037005,1038084,"Beaba1|966","BBA_00966"
1039040,1046233,"Beaba1|967","BBA_00967"
1046633,1047076,"Beaba1|968","BBA_00968"
1049796,1052164,"Beaba1|969","BBA_00969"
1054347,1056680,"Beaba1|970","BBA_00970"
1061558,1063119,"Beaba1|971","BBA_00971"
1078289,1079422,"Beaba1|972","BBA_00972"
1081515,1082703,"Beaba1|973","BBA_00973"
1083981,1085193,"Beaba1|974","BBA_00974"
1086052,1089048,"Beaba1|975","BBA_00975"
1089525,1090761,"Beaba1|976","BBA_00976"
1091198,1094494,"Beaba1|977","BBA_00977"
1095301,1097485,"Beaba1|978","BBA_00978"
1098023,1098620,"Beaba1|979","BBA_00979"
1100067,1101714,"Beaba1|980","BBA_00980"
1102197,1102961,"Beaba1|981","BBA_00981"
1106848,1108719,"Beaba1|982","BBA_00982"
1109438,1110742,"Beaba1|983","BBA_00983"
1111629,1114556,"Beaba1|984","BBA_00984"
1116316,1118135,"Beaba1|985","BBA_00985"
1118920,1120779,"Beaba1|986","BBA_00986"
1123580,1128195,"Beaba1|987","BBA_00987"
1129016,1129948,"Beaba1|988","BBA_00988"
1130317,1131762,"Beaba1|989","BBA_00989"
1132143,1135073,"Beaba1|990","BBA_00990"
1140453,1141975,"Beaba1|991","BBA_00991"
1145422,1146372,"Beaba1|992","BBA_00992"
1147642,1152029,"Beaba1|993","BBA_00993"
1153531,1154223,"Beaba1|994","BBA_00994"
1154477,1156336,"Beaba1|995","BBA_00995"
1162060,1164428,"Beaba1|996","BBA_00996"
1166168,1168268,"Beaba1|997","BBA_00997"
1168479,1169960,"Beaba1|998","BBA_00998"
1171226,1174333,"Beaba1|999","BBA_00999"
1175110,1176915,"Beaba1|1000","BBA_01000"
1177668,1178462,"Beaba1|1001","BBA_01001"
1180203,1182474,"Beaba1|1002","BBA_01002"
1183252,1185494,"Beaba1|1003","BBA_01003"
1187058,1188131,"Beaba1|1004","BBA_01004"
1188741,1191741,"Beaba1|1005","BBA_01005"
1194086,1195267,"Beaba1|1006","BBA_01006"
1196004,1197902,"Beaba1|1007","BBA_01007"
1202330,1206037,"Beaba1|1008","BBA_01008"
1206587,1208305,"Beaba1|1009","BBA_01009"
1209213,1216452,"Beaba1|1010","BBA_01010"
1221799,1222797,"Beaba1|1011","BBA_01011"
1224748,1226436,"Beaba1|1012","BBA_01012"
1226724,1228871,"Beaba1|1013","BBA_01013"
1232367,1233773,"Beaba1|1014","BBA_01014"
1235553,1237305,"Beaba1|1015","BBA_01015"
1237900,1238351,"Beaba1|1016","BBA_01016"
1240230,1241543,"Beaba1|1017","BBA_01017"
1243995,1244333,"Beaba1|1018","BBA_01018"
1245575,1248325,"Beaba1|1019","BBA_01019"
1250911,1252655,"Beaba1|1020","BBA_01020"
1253071,1255112,"Beaba1|1021","BBA_01021"
1255716,1257614,"Beaba1|1022","BBA_01022"
1261864,1262789,"Beaba1|1023","BBA_01023"
1268819,1270036,"Beaba1|1024","BBA_01024"
1276962,1281098,"Beaba1|1025","BBA_01025"
1285128,1286261,"Beaba1|1026","BBA_01026"
1289051,1290100,"Beaba1|1027","BBA_01027"
1290749,1293251,"Beaba1|1028","BBA_01028"
1293774,1295537,"Beaba1|1029","BBA_01029"
1296177,1297782,"Beaba1|1030","BBA_01030"
1298812,1300203,"Beaba1|1031","BBA_01031"
1303185,1304347,"Beaba1|1032","BBA_01032"
1304786,1305814,"Beaba1|1033","BBA_01033"
1308770,1310719,"Beaba1|1034","BBA_01034"
1310837,1311642,"Beaba1|1035","BBA_01035"
1312526,1313457,"Beaba1|1036","BBA_01036"
1314987,1315700,"Beaba1|1037","BBA_01037"
1324845,1328517,"Beaba1|1038","BBA_01038"
1329520,1331345,"Beaba1|1039","BBA_01039"
1332548,1333636,"Beaba1|1040","BBA_01040"
1334079,1337771,"Beaba1|1041","BBA_01041"
1338398,1339174,"Beaba1|1042","BBA_01042"
1342916,1344920,"Beaba1|1043","BBA_01043"
1345969,1347258,"Beaba1|1044","BBA_01044"
1347892,1351623,"Beaba1|1045","BBA_01045"
1352481,1353914,"Beaba1|1046","BBA_01046"
1354513,1355421,"Beaba1|1047","BBA_01047"
1356091,1357179,"Beaba1|1048","BBA_01048"
1357348,1358975,"Beaba1|1049","BBA_01049"
1359579,1365281,"Beaba1|1050","BBA_01050"
1370769,1371905,"Beaba1|1051","BBA_01051"
1372308,1373059,"Beaba1|1052","BBA_01052"
1373326,1374770,"Beaba1|1053","BBA_01053"
1375198,1377840,"Beaba1|1054","BBA_01054"
1379541,1379876,"Beaba1|1055","BBA_01055"
1380073,1381639,"Beaba1|1056","BBA_01056"
1382305,1385049,"Beaba1|1057","BBA_01057"
1386110,1387537,"Beaba1|1058","BBA_01058"
1387968,1388446,"Beaba1|1059","BBA_01059"
1389034,1390022,"Beaba1|1060","BBA_01060"
1390656,1391678,"Beaba1|1061","BBA_01061"
1392743,1396903,"Beaba1|1062","BBA_01062"
1398005,1398864,"Beaba1|1063","BBA_01063"
1405380,1406072,"Beaba1|1064","BBA_01064"
1406573,1408015,"Beaba1|1065","BBA_01065"
1408556,1409452,"Beaba1|1066","BBA_01066"
1409559,1410484,"Beaba1|1067","BBA_01067"
1410954,1411842,"Beaba1|1068","BBA_01068"
1412738,1414704,"Beaba1|1069","BBA_01069"
1415960,1417482,"Beaba1|1070","BBA_01070"
1417880,1420092,"Beaba1|1071","BBA_01071"
1421543,1423401,"Beaba1|1072","BBA_01072"
1425175,1427442,"Beaba1|1073","BBA_01073"
1427989,1428903,"Beaba1|1074","BBA_01074"
1430198,1434491,"Beaba1|1075","BBA_01075"
1435475,1437897,"Beaba1|1076","BBA_01076"
1439087,1441942,"Beaba1|1077","BBA_01077"
1456898,1459007,"Beaba1|1078","BBA_01078"
1459668,1460776,"Beaba1|1079","BBA_01079"
1461396,1462424,"Beaba1|1080","BBA_01080"
1462729,1464441,"Beaba1|1081","BBA_01081"
1465509,1469842,"Beaba1|1082","BBA_01082"
1470491,1471969,"Beaba1|1083","BBA_01083"
1472127,1472983,"Beaba1|1084","BBA_01084"
1473792,1476661,"Beaba1|1085","BBA_01085"
1476968,1478158,"Beaba1|1086","BBA_01086"
1479103,1480230,"Beaba1|1087","BBA_01087"
1480275,1481117,"Beaba1|1088","BBA_01088"
1481691,1483058,"Beaba1|1089","BBA_01089"
1483378,1485293,"Beaba1|1090","BBA_01090"
1487097,1487908,"Beaba1|1091","BBA_01091"
1488083,1489354,"Beaba1|1092","BBA_01092"
1492811,1493560,"Beaba1|1093","BBA_01093"
1498275,1499912,"Beaba1|1094","BBA_01094"
1503412,1505187,"Beaba1|1095","BBA_01095"
1505907,1508074,"Beaba1|1096","BBA_01096"
1510267,1510846,"Beaba1|1097","BBA_01097"
1511133,1512533,"Beaba1|1098","BBA_01098"
1512686,1513358,"Beaba1|1099","BBA_01099"
1513594,1514024,"Beaba1|1100","BBA_01100"
1514276,1515793,"Beaba1|1101","BBA_01101"
1517517,1519187,"Beaba1|1102","BBA_01102"
1521760,1526068,"Beaba1|1103","BBA_01103"
1527016,1528653,"Beaba1|1104","BBA_01104"
1531342,1533326,"Beaba1|1105","BBA_01105"
1533767,1535304,"Beaba1|1106","BBA_01106"
1535895,1536678,"Beaba1|1107","BBA_01107"
1537431,1538171,"Beaba1|1108","BBA_01108"
1539047,1539979,"Beaba1|1109","BBA_01109"
1540778,1543264,"Beaba1|1110","BBA_01110"
1543610,1544816,"Beaba1|1111","BBA_01111"
1544932,1545897,"Beaba1|1112","BBA_01112"
1546409,1547137,"Beaba1|1113","BBA_01113"
1548072,1550216,"Beaba1|1114","BBA_01114"
1551368,1552575,"Beaba1|1115","BBA_01115"
1553125,1554964,"Beaba1|1116","BBA_01116"
1559348,1561042,"Beaba1|1117","BBA_01117"
1561713,1562258,"Beaba1|1118","BBA_01118"
1563002,1563713,"Beaba1|1119","BBA_01119"
1566715,1567727,"Beaba1|1120","BBA_01120"
1568916,1571366,"Beaba1|1121","BBA_01121"
1575470,1578283,"Beaba1|1122","BBA_01122"
1578793,1581573,"Beaba1|1123","BBA_01123"
1582498,1584467,"Beaba1|1124","BBA_01124"
1585398,1587610,"Beaba1|1125","BBA_01125"
1590726,1590963,"Beaba1|1126","BBA_01126"
1592323,1594708,"Beaba1|1127","BBA_01127"
1595448,1596242,"Beaba1|1128","BBA_01128"
1598125,1599159,"Beaba1|1129","BBA_01129"
1602956,1603380,"Beaba1|1130","BBA_01130"
