ophcf2_protein,beau_protein,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
KAF4581957.1,XP_008598852.1,0,542,0,542
KAF4581958.1,XP_008598853.1,0,1605,0,1590
KAF4581959.1,XP_008598854.1,3.70E-38,122,2.82E-38,122
KAF4581960.1,XP_008598855.1,2.51E-161,466,8.21E-158,457
KAF4581961.1,XP_008596512.1,7.58E-18,69.7,2.51E-17,68.2
KAF4581963.1,XP_008596513.1,0,944,0,904
KAF4581964.1,XP_008596515.1,1.69E-49,161,1.34E-52,168
KAF4581965.1,XP_008596516.1,9.02E-134,381,3.59E-137,390
KAF4581966.1,XP_008596517.1,0,1038,0,995
KAF4581967.1,XP_008598913.1,0,974,0,946
KAF4581970.1,XP_008598914.1,0,2193,0,2193
KAF4581971.1,XP_008598915.1,3.27E-152,441,5.90E-137,401
KAF4581972.1,XP_008598911.1,0,1154,0,1150
KAF4581975.1,XP_008598905.1,0,1179,0,1189
KAF4581977.1,XP_008598903.1,0,826,0,825
KAF4581979.1,XP_008598909.1,4.40E-135,386,1.60E-134,384
KAF4581980.1,XP_008598910.1,0,1284,0,1286
KAF4581981.1,XP_008598902.1,1.49E-135,382,3.77E-125,356
KAF4581982.1,XP_008596446.1,0,1057,0,1052
KAF4581983.1,XP_008596447.1,0,1003,0,1003
KAF4581984.1,XP_008596450.1,2.30E-176,508,0,523
KAF4581985.1,XP_008596451.1,4.69E-114,335,1.60E-108,320
KAF4581986.1,XP_008596452.1,1.05E-138,389,7.47E-139,389
KAF4581987.1,XP_008596453.1,0,1612,0,1655
KAF4581988.1,XP_008596454.1,0,530,0,530
KAF4581989.1,XP_008596455.1,7.98E-120,336,8.42E-115,323
KAF4581991.1,XP_008596458.1,2.17E-111,322,5.25E-120,344
KAF4581992.1,XP_008596459.1,0,684,0,600
KAF4581994.1,XP_008596461.1,0,1500,0,1543
KAF4581995.1,XP_008596465.1,0,588,0,581
KAF4581997.1,XP_008597273.1,1.17E-111,350,5.67E-112,350
KAF4581997.1,XP_008597712.1,2.37E-111,347,7.75E-115,356
KAF4581998.1,XP_008595520.1,2.36E-78,263,1.78E-78,263
KAF4582000.1,XP_008597798.1,0,1970,0,1952
KAF4582001.1,XP_008596466.1,1.94E-172,482,1.82E-157,444
KAF4582002.1,XP_008596486.1,8.34E-76,238,4.60E-81,251
KAF4582003.1,XP_008596485.1,3.52E-99,303,1.09E-88,276
KAF4582004.1,XP_008596484.1,5.90E-138,407,4.21E-124,371
KAF4582005.1,XP_008596483.1,1.77E-119,339,1.26E-119,339
KAF4582006.1,XP_008596481.1,8.65E-77,243,1.38E-83,259
KAF4582007.1,XP_008596480.1,7.47E-83,249,1.27E-83,250
KAF4582008.1,XP_008596479.1,1.52E-173,488,0,507
KAF4582009.1,XP_008596478.1,9.67E-99,291,6.98E-99,291
KAF4582010.1,XP_008596477.1,0,624,0,624
KAF4582012.1,XP_008596475.1,7.89E-37,119,8.61E-38,121
KAF4582013.1,XP_008596474.1,1.21E-153,427,4.71E-144,403
KAF4582014.1,XP_008596473.1,9.89E-60,177,7.07E-60,177
KAF4582016.1,XP_008596468.1,1.72E-85,252,7.78E-96,278
KAF4582017.1,XP_008596467.1,0,1703,0,1704
KAF4582018.1,XP_008596488.1,0,512,8.87E-178,502
KAF4582020.1,XP_008596490.1,3.64E-32,105,4.66E-28,94.4
KAF4582021.1,XP_008596491.1,0,917,0,913
KAF4582022.1,XP_008596492.1,3.64E-171,476,2.59E-162,453
KAF4582024.1,XP_008596222.1,0,782,0,782
KAF4582025.1,XP_008596223.1,5.39E-91,264,3.30E-91,265
KAF4582026.1,XP_008596216.1,0,1278,0,1300
KAF4582027.1,XP_008596217.1,5.24E-103,298,3.71E-103,298
KAF4582028.1,XP_008596218.1,0,657,0,657
KAF4582029.1,XP_008602229.1,0,1110,0,1132
KAF4582030.1,XP_008602231.1,0,760,0,758
KAF4582031.1,XP_008602232.1,3.51E-12,60.8,6.61E-12,59.3
KAF4582032.1,XP_008602234.1,0,793,0,746
KAF4582033.1,XP_008602233.1,3.02E-165,464,9.06E-171,478
KAF4582034.1,XP_008602237.1,0,969,0,979
KAF4582035.1,XP_008602239.1,0,742,0,742
KAF4582036.1,XP_008602240.1,3.60E-68,205,3.64E-68,205
KAF4582037.1,XP_008602242.1,0,727,0,731
KAF4582038.1,XP_008602241.1,5.06E-16,78.2,5.46E-18,84
KAF4582039.1,XP_008595494.1,0,617,0,596
KAF4582040.1,XP_008595495.1,0,528,2.92E-172,505
KAF4582041.1,XP_008595496.1,0,1726,0,1754
KAF4582042.1,XP_008595497.1,6.47E-124,359,3.41E-128,370
KAF4582043.1,XP_008595498.1,1.38E-145,426,6.11E-162,467
KAF4582044.1,XP_008595499.1,1.04E-177,493,1.01E-178,495
KAF4582045.1,XP_008595500.1,0,534,0,545
KAF4582046.1,XP_008595509.1,0,796,0,796
KAF4582047.1,XP_008595513.1,4.22E-165,487,0,552
KAF4582048.1,XP_008595514.1,0,719,0,734
KAF4582049.1,XP_008594726.1,0,1063,0,1063
KAF4582050.1,XP_008598818.1,7.66E-168,466,5.91E-168,466
KAF4582051.1,XP_008598817.1,3.72E-44,144,1.90E-37,126
KAF4582052.1,XP_008598816.1,5.76E-35,119,6.07E-30,105
KAF4582053.1,XP_008598815.1,1.27E-157,475,5.98E-158,476
KAF4582054.1,XP_008598814.1,3.58E-51,162,9.43E-57,176
KAF4582055.1,XP_008598807.1,0,1553,0,1398
KAF4582056.1,XP_008598808.1,4.50E-60,181,3.07E-60,181
KAF4582057.1,XP_008598809.1,1.61E-26,92,7.04E-36,115
KAF4582058.1,XP_008598810.1,3.97E-44,136,3.22E-44,136
KAF4582059.1,XP_008598811.1,3.41E-120,344,8.50E-105,305
KAF4582060.1,XP_008598812.1,2.44E-98,279,1.05E-97,277
KAF4582062.1,XP_008598813.1,0,1035,0,1041
KAF4582063.1,XP_008598806.1,1.32E-34,125,5.71E-57,184
KAF4582064.1,XP_008602707.1,0,1399,0,1399
KAF4582066.1,XP_008598803.1,0,837,0,837
KAF4582070.1,XP_008598796.1,0,562,0,546
KAF4582078.1,XP_008598786.1,0,983,0,1003
KAF4582080.1,XP_008598785.1,2.23E-74,222,1.85E-77,229
KAF4582081.1,XP_008600590.1,0,763,0,726
KAF4582082.1,XP_008598784.1,0,1060,0,1021
KAF4582083.1,XP_008598781.1,2.31E-64,206,3.36E-71,223
KAF4582084.1,XP_008598782.1,1.56E-150,423,1.11E-150,423
KAF4582085.1,XP_008598780.1,0,916,0,916
KAF4582086.1,XP_008598779.1,0,1315,0,1301
KAF4582090.1,XP_008599138.1,4.62E-80,238,2.67E-81,241
KAF4582091.1,XP_008597511.1,5.69E-21,82.8,2.58E-21,83.6
KAF4582092.1,XP_008603208.1,0,802,0,802
KAF4582093.1,XP_008599042.1,1.52E-141,404,1.86E-146,417
KAF4582094.1,XP_008599041.1,1.73E-93,270,1.28E-93,270
KAF4582095.1,XP_008601816.1,0,652,0,665
KAF4582098.1,XP_008599038.1,0,572,0,575
KAF4582099.1,XP_008599037.1,2.20E-66,194,1.56E-66,194
KAF4582100.1,XP_008599036.1,8.53E-78,234,1.09E-74,226
KAF4582101.1,XP_008599035.1,6.79E-139,397,2.94E-149,423
KAF4582102.1,XP_008599034.1,1.59E-171,487,2.98E-166,473
KAF4582103.1,XP_008599033.1,9.88E-85,244,7.02E-85,244
KAF4582104.1,XP_008599032.1,2.23E-64,194,4.82E-60,183
KAF4582105.1,XP_008599031.1,1.73E-89,268,2.35E-92,275
KAF4582106.1,XP_008597531.1,9.69E-136,377,5.05E-133,369
KAF4582108.1,XP_008597533.1,1.75E-155,442,1.04E-160,455
KAF4582109.1,XP_008597534.1,0,1104,0,1107
KAF4582110.1,XP_008597535.1,0,547,0,591
KAF4582111.1,XP_008597537.1,9.29E-79,249,7.57E-67,218
KAF4582112.1,XP_008597538.1,0,706,0,716
KAF4582113.1,XP_008597539.1,5.23E-128,362,1.27E-124,353
KAF4582114.1,XP_008597540.1,6.79E-46,154,3.60E-46,154
KAF4582115.1,XP_008597541.1,0,691,0,672
KAF4582116.1,XP_008597542.1,0,622,0,622
KAF4582117.1,XP_008603121.1,0,668,0,649
KAF4582118.1,XP_008603122.1,0,922,0,958
KAF4582121.1,XP_008603123.1,1.82E-162,459,3.12E-161,456
KAF4582122.1,XP_008603124.1,0,616,0,622
KAF4582123.1,XP_008599484.1,0,795,0,800
KAF4582124.1,XP_008599485.1,7.88E-134,385,2.83E-138,396
KAF4582125.1,XP_008599486.1,3.89E-43,133,2.88E-43,133
KAF4582126.1,XP_008595896.1,3.19E-08,52.8,9.73E-09,53.5
KAF4582127.1,XP_008599488.1,0,699,0,697
KAF4582128.1,XP_008599490.1,0,811,0,839
KAF4582130.1,XP_008599491.1,0,584,0,625
KAF4582131.1,XP_008595864.1,5.42E-100,317,5.67E-97,308
KAF4582132.1,XP_008600949.1,5.07E-38,127,5.14E-38,127
KAF4582133.1,XP_008595861.1,1.80E-160,461,5.58E-155,446
KAF4582133.1,XP_008598007.1,1.04E-152,441,1.36E-150,435
KAF4582134.1,XP_008595859.1,4.73E-65,191,3.44E-65,191
KAF4582135.1,XP_008595858.1,0,604,0,600
KAF4582136.1,XP_008593624.1,2.30E-125,389,8.95E-126,389
KAF4582137.1,XP_008596049.1,0,759,0,801
KAF4582140.1,XP_008596052.1,0,820,0,811
KAF4582141.1,XP_008596053.1,0,619,0,619
KAF4582143.1,XP_008596056.1,0,603,0,599
KAF4582144.1,XP_008596057.1,0,905,0,922
KAF4582145.1,XP_008595931.1,1.09E-95,288,5.54E-109,322
KAF4582146.1,XP_008595930.1,1.28E-109,341,7.94E-106,330
KAF4582151.1,XP_008595922.1,2.63E-146,411,1.87E-146,411
KAF4582152.1,XP_008594227.1,3.38E-33,125,2.00E-33,125
KAF4582154.1,XP_008595916.1,0,660,0,653
KAF4582155.1,XP_008595908.1,0,627,0,627
KAF4582159.1,XP_008595912.1,5.69E-94,268,4.14E-94,268
KAF4582160.1,XP_008595913.1,0,548,0,531
KAF4582162.1,XP_008595907.1,2.18E-56,177,8.67E-56,175
KAF4582163.1,XP_008595915.1,6.85E-91,277,8.72E-92,280
KAF4582164.1,XP_008595914.1,0,684,0,680
KAF4582165.1,XP_008595903.1,0,583,0,583
KAF4582166.1,XP_008595902.1,8.72E-82,253,2.61E-73,231
KAF4582167.1,XP_008595901.1,4.35E-138,386,3.08E-138,386
KAF4582169.1,XP_008595897.1,4.90E-180,503,3.36E-174,488
KAF4582170.1,XP_008599983.1,0,777,0,774
KAF4582174.1,XP_008599984.1,2.16E-91,266,3.15E-101,291
KAF4582175.1,XP_008599986.1,0,2088,0,2130
KAF4582176.1,XP_008595892.1,1.22E-129,392,3.71E-111,344
KAF4582178.1,XP_008595894.1,0,535,0,532
KAF4582179.1,XP_008595954.1,0,677,0,678
KAF4582183.1,XP_008595956.1,0,687,0,687
KAF4582184.1,XP_008601376.1,1.90E-177,507,0,527
KAF4582185.1,XP_008595957.1,7.90E-141,390,5.64E-141,390
KAF4582186.1,XP_008595958.1,6.61E-105,312,2.25E-112,331
KAF4582187.1,XP_008595959.1,0,721,0,721
KAF4582188.1,XP_008602764.1,7.98E-83,248,5.70E-83,248
KAF4582188.1,XP_008603243.1,1.62E-82,248,1.16E-82,248
KAF4582189.1,XP_008596680.1,5.34E-84,250,1.44E-81,243
KAF4582190.1,XP_008596679.1,1.65E-83,240,7.28E-84,241
KAF4582192.1,XP_008596678.1,0,526,0,513
KAF4582193.1,XP_008601760.1,5.15E-171,485,4.98E-174,493
KAF4582194.1,XP_008601762.1,2.14E-118,335,7.33E-122,343
KAF4582195.1,XP_008597862.1,0,632,0,633
KAF4582196.1,XP_008601763.1,4.15E-53,164,9.17E-55,168
KAF4582197.1,XP_008601764.1,7.79E-99,283,1.54E-102,291
KAF4582199.1,XP_008601765.1,1.99E-68,208,4.97E-70,213
KAF4582200.1,XP_008596526.1,0,545,0,545
KAF4582202.1,XP_008601767.1,0,560,0,540
KAF4582203.1,XP_008601771.1,1.72E-67,198,1.30E-67,198
KAF4582204.1,XP_008601772.1,0,884,0,838
KAF4582205.1,XP_008602209.1,0,532,0,523
KAF4582206.1,XP_008601773.1,7.76E-109,342,2.65E-99,317
KAF4582207.1,XP_008601774.1,1.83E-92,267,5.34E-82,240
KAF4582208.1,XP_008601775.1,0,729,0,729
KAF4582209.1,XP_008598372.1,0,590,0,582
KAF4582210.1,XP_008598371.1,0,835,0,835
KAF4582211.1,XP_008598370.1,2.08E-161,452,2.97E-152,429
KAF4582212.1,XP_008598369.1,0,811,0,817
KAF4582214.1,XP_008601779.1,0,541,0,541
KAF4582215.1,XP_008601796.1,0,1982,0,1931
KAF4582216.1,XP_008601797.1,2.00E-131,376,1.49E-137,391
KAF4582222.1,XP_008596888.1,0,850,0,816
KAF4582223.1,XP_008596887.1,2.12E-73,215,1.45E-73,215
KAF4582224.1,XP_008596886.1,0,533,0,516
KAF4582225.1,XP_008596882.1,0,1014,0,1042
KAF4582226.1,XP_008596700.1,3.32E-129,373,4.11E-131,377
KAF4582227.1,XP_008596699.1,5.98E-66,201,6.04E-70,211
KAF4582228.1,XP_008596698.1,4.84E-111,331,1.50E-99,301
KAF4582229.1,XP_008596909.1,0,1427,0,1431
KAF4582231.1,XP_008603282.1,3.34E-145,439,1.67E-141,429
KAF4582232.1,XP_008596891.1,0,525,0,576
KAF4582233.1,XP_008596894.1,0,702,0,702
KAF4582235.1,XP_008596905.1,0,1165,0,1130
KAF4582236.1,XP_008596906.1,0,885,0,843
KAF4582237.1,XP_008596907.1,3.33E-60,189,2.53E-54,174
KAF4582238.1,XP_008596695.1,0,797,0,796
KAF4582239.1,XP_008596693.1,0,668,0,682
KAF4582240.1,XP_008596690.1,1.40E-89,274,1.46E-90,276
KAF4582241.1,XP_008596689.1,0,905,0,923
KAF4582242.1,XP_008596646.1,1.57E-35,117,1.44E-35,117
KAF4582243.1,XP_008596645.1,0,640,0,640
KAF4582244.1,XP_008596644.1,1.36E-31,106,8.61E-30,101
KAF4582245.1,XP_008596643.1,3.74E-160,448,4.65E-168,468
KAF4582246.1,XP_008596642.1,1.32E-110,319,9.19E-111,319
KAF4582247.1,XP_008596641.1,8.68E-178,496,1.03E-179,501
KAF4582248.1,XP_008596640.1,0,710,0,728
KAF4582249.1,XP_008596638.1,0,662,0,639
KAF4582250.1,XP_008596636.1,0,646,0,639
KAF4582251.1,XP_008596635.1,1.72E-30,122,1.48E-31,124
KAF4582252.1,XP_008596634.1,0,1818,0,1813
KAF4582253.1,XP_008596633.1,2.88E-175,505,0,539
KAF4582255.1,XP_008596631.1,0,1023,0,1028
KAF4582256.1,XP_008596630.1,0,726,0,726
KAF4582257.1,XP_008596628.1,0,561,0,597
KAF4582258.1,XP_008601803.1,0,577,0,577
KAF4582259.1,XP_008602490.1,7.85E-38,122,4.69E-38,122
KAF4582262.1,XP_008601802.1,1.15E-129,412,8.52E-126,401
KAF4582263.1,XP_008601759.1,0,566,0,557
KAF4582264.1,XP_008596677.1,0,1501,0,1506
KAF4582265.1,XP_008596670.1,1.12E-40,127,8.31E-41,127
KAF4582266.1,XP_008596668.1,1.47E-112,333,3.70E-114,338
KAF4582268.1,XP_008596667.1,0,529,0,524
KAF4582272.1,XP_008596664.1,3.55E-83,238,3.47E-76,220
KAF4582273.1,XP_008596663.1,4.58E-94,282,2.77E-103,305
KAF4582274.1,XP_008596662.1,2.07E-36,122,5.15E-40,130
KAF4582275.1,XP_008596661.1,0,524,0,526
KAF4582277.1,XP_008596659.1,0,586,0,588
KAF4582278.1,XP_008596617.1,2.59E-123,344,1.90E-123,344
KAF4582279.1,XP_008596616.1,0,706,0,694
KAF4582280.1,XP_008596615.1,0,775,0,775
KAF4582281.1,XP_008596613.1,0,571,0,597
KAF4582287.1,XP_008596122.1,7.28E-153,439,5.16E-153,439
KAF4582290.1,XP_008596014.1,7.91E-45,150,5.34E-45,150
KAF4582291.1,XP_008597469.1,0,998,0,998
KAF4582292.1,XP_008597439.1,0,600,0,600
KAF4582294.1,XP_008597470.1,0,606,0,620
KAF4582295.1,XP_008597471.1,0,845,0,845
KAF4582296.1,XP_008594021.1,3.34E-146,431,1.79E-146,432
KAF4582297.1,XP_008603077.1,1.03E-142,413,7.38E-143,413
KAF4582298.1,XP_008595452.1,4.58E-33,124,1.57E-33,125
KAF4582300.1,XP_008594997.1,8.23E-157,442,6.70E-157,442
KAF4582301.1,XP_008599206.1,0,811,0,805
KAF4582303.1,XP_008599207.1,2.20E-67,203,1.17E-67,203
KAF4582304.1,XP_008596758.1,8.71E-82,243,6.86E-78,232
KAF4582306.1,XP_008599209.1,0,553,0,549
KAF4582307.1,XP_008596603.1,0,647,0,656
KAF4582308.1,XP_008596607.1,1.74E-147,427,4.68E-144,418
KAF4582309.1,XP_008599505.1,0,1040,0,1040
KAF4582740.1,XP_008594205.1,0,602,1.36E-170,508
KAF4582741.1,XP_008594206.1,0,681,0,673
KAF4582742.1,XP_008594207.1,3.06E-157,447,6.99E-158,449
KAF4582743.1,XP_008600401.1,4.04E-171,483,1.11E-179,504
KAF4582744.1,XP_008599339.1,1.45E-102,299,9.78E-103,299
KAF4582748.1,XP_008594201.1,1.81E-98,288,2.74E-99,290
KAF4582749.1,XP_008594199.1,5.44E-172,532,1.99E-153,483
KAF4582750.1,XP_008594198.1,2.86E-75,224,2.20E-75,224
KAF4582751.1,XP_008594197.1,0,587,0,565
KAF4582753.1,XP_008594196.1,2.31E-54,167,2.22E-54,167
KAF4582754.1,XP_008599122.1,0,753,0,753
KAF4582755.1,XP_008599124.1,0,525,0,533
KAF4582757.1,XP_008598374.1,1.33E-87,265,4.51E-86,260
KAF4582759.1,XP_008599125.1,3.78E-98,289,1.33E-101,298
KAF4582760.1,XP_008599126.1,2.06E-101,302,9.98E-129,371
KAF4582761.1,XP_008599942.1,6.75E-171,488,1.05E-163,470
KAF4582762.1,XP_008599943.1,1.43E-89,262,6.30E-90,263
KAF4582763.1,XP_008599945.1,0,1070,0,1113
KAF4582765.1,XP_008593955.1,0,678,0,662
KAF4582766.1,XP_008597516.1,6.02E-34,117,5.24E-34,117
KAF4582767.1,XP_008593952.1,0,1352,0,1347
KAF4582768.1,XP_008602402.1,2.58E-104,320,3.03E-100,308
KAF4582769.1,XP_008597255.1,1.13E-102,295,7.80E-103,295
KAF4582771.1,XP_008602842.1,2.11E-44,160,9.07E-45,160
KAF4582773.1,XP_008602045.1,4.82E-104,313,3.81E-104,313
KAF4582774.1,XP_008593993.1,0,588,0,567
KAF4582784.1,XP_008593994.1,0,658,0,658
KAF4582785.1,XP_008593995.1,0,1143,0,1135
KAF4582786.1,XP_008593996.1,0,758,0,709
KAF4582790.1,XP_008593998.1,0,650,0,650
KAF4582791.1,XP_008593999.1,0,556,0,556
KAF4582792.1,XP_008594000.1,8.72E-176,494,6.23E-176,494
KAF4582796.1,XP_008602732.1,0,628,0,629
KAF4582798.1,XP_008602734.1,0,1271,0,1258
KAF4582799.1,XP_008602733.1,6.39E-98,283,3.77E-102,293
KAF4582803.1,XP_008599938.1,1.78E-40,157,3.26E-46,173
KAF4582804.1,XP_008602598.1,4.23E-114,329,4.06E-114,329
KAF4582809.1,XP_008601742.1,2.95E-80,246,9.26E-81,248
KAF4582811.1,XP_008597486.1,0,532,0,547
KAF4582814.1,XP_008599735.1,6.99E-15,75.1,1.06E-17,83.6
KAF4582819.1,XP_008602173.1,0,599,0,588
KAF4582821.1,XP_008596686.1,4.67E-131,375,2.90E-131,375
KAF4582822.1,XP_008597457.1,6.49E-100,285,4.64E-100,285
KAF4582823.1,XP_008597485.1,1.05E-38,123,1.27E-38,122
KAF4582825.1,XP_008597482.1,2.05E-166,482,4.80E-163,473
KAF4582826.1,XP_008597481.1,3.16E-120,351,6.55E-108,319
KAF4582827.1,XP_008597480.1,2.67E-86,248,8.66E-87,248
KAF4582828.1,XP_008597477.1,3.40E-32,120,1.17E-30,116
KAF4582829.1,XP_008597489.1,9.03E-118,361,3.65E-101,318
KAF4582830.1,XP_008597490.1,0,1078,0,1077
KAF4582831.1,XP_008597491.1,3.50E-177,493,1.67E-180,501
KAF4582832.1,XP_008596018.1,1.56E-98,297,8.01E-99,298
KAF4582834.1,XP_008596020.1,1.88E-34,115,1.29E-34,115
KAF4582835.1,XP_008596019.1,8.92E-93,290,6.74E-96,298
KAF4582837.1,XP_008597493.1,9.35E-73,235,3.58E-61,205
KAF4582839.1,XP_008597513.1,2.95E-49,158,9.72E-42,139
KAF4582840.1,XP_008597514.1,2.19E-178,514,6.73E-173,499
KAF4582842.1,XP_008597731.1,9.49E-136,396,3.47E-139,405
KAF4582844.1,XP_008597732.1,0,899,0,899
KAF4582845.1,XP_008597733.1,0,1642,0,1652
KAF4582846.1,XP_008597735.1,0,631,0,610
KAF4582847.1,XP_008597736.1,5.01E-78,233,6.91E-76,227
KAF4582848.1,XP_008597775.1,0,1292,0,1292
KAF4582849.1,XP_008600380.1,5.14E-174,512,7.02E-171,504
KAF4582853.1,XP_008600383.1,0,1674,0,2074
KAF4582854.1,XP_008600385.1,0,678,0,681
KAF4582857.1,XP_008593361.1,1.36E-135,397,8.74E-132,386
KAF4582858.1,XP_008595771.1,2.24E-43,147,1.93E-43,147
KAF4582859.1,XP_008598398.1,0,696,0,678
KAF4582862.1,XP_008596581.1,4.65E-94,287,5.58E-91,278
KAF4582863.1,XP_008596582.1,0,2935,0,2930
KAF4582864.1,XP_008596583.1,1.42E-32,105,1.01E-32,105
KAF4582865.1,XP_008596584.1,5.06E-49,159,2.85E-52,167
KAF4582866.1,XP_008596585.1,1.58E-159,449,1.85E-157,443
KAF4582867.1,XP_008596586.1,0,555,0,555
KAF4582868.1,XP_008596588.1,0,1043,0,1045
KAF4582870.1,XP_008596595.1,1.83E-126,372,1.48E-128,376
KAF4582871.1,XP_008596596.1,0,714,0,717
KAF4582872.1,XP_008596598.1,0,1091,0,1067
KAF4582873.1,XP_008596570.1,4.40E-100,330,9.57E-99,327
KAF4582878.1,XP_008596807.1,3.04E-98,279,2.16E-98,279
KAF4582879.1,XP_008598270.1,0,538,1.08E-173,486
KAF4582882.1,XP_008602081.1,0,696,0,697
KAF4582883.1,XP_008599702.1,0,877,0,857
KAF4582885.1,XP_008599704.1,0,530,8.16E-166,490
KAF4582886.1,XP_008599705.1,1.03E-33,124,8.01E-34,124
KAF4582887.1,XP_008599706.1,0,786,0,771
KAF4582888.1,XP_008599707.1,0,1372,0,1296
KAF4582889.1,XP_008599710.1,4.93E-162,468,2.31E-165,476
KAF4582890.1,XP_008599709.1,1.67E-24,89.7,6.35E-25,90.5
KAF4582891.1,XP_008599708.1,0,1084,0,1061
KAF4582892.1,XP_008599711.1,9.64E-104,297,3.40E-101,291
KAF4582893.1,XP_008599712.1,0,575,0,575
KAF4582894.1,XP_008599713.1,1.98E-74,218,1.41E-74,218
KAF4582895.1,XP_008599714.1,5.51E-55,167,3.60E-59,177
KAF4582896.1,XP_008599294.1,9.26E-78,240,5.32E-83,253
KAF4582897.1,XP_008599715.1,0,993,0,975
KAF4582898.1,XP_008599720.1,0,785,0,741
KAF4582899.1,XP_008599722.1,1.09E-101,295,1.30E-103,300
KAF4582900.1,XP_008599723.1,2.20E-107,311,5.96E-100,291
KAF4582901.1,XP_008599724.1,1.10E-93,267,7.29E-94,267
KAF4582902.1,XP_008599725.1,0,836,0,865
KAF4582904.1,XP_008599726.1,2.80E-72,209,3.63E-70,203
KAF4582905.1,XP_008599727.1,8.29E-45,155,1.01E-49,168
KAF4582906.1,XP_008599728.1,0,663,0,689
KAF4582907.1,XP_008599729.1,0,625,0,623
KAF4582908.1,XP_008599730.1,1.02E-104,316,1.56E-100,305
KAF4582909.1,XP_008601653.1,0,789,0,789
KAF4582911.1,XP_008599732.1,0,610,0,610
KAF4582912.1,XP_008599731.1,1.65E-112,324,1.40E-112,324
KAF4582913.1,XP_008600135.1,5.95E-177,492,2.03E-177,493
KAF4582915.1,XP_008601327.1,0,610,0,605
KAF4582916.1,XP_008600582.1,5.80E-51,164,3.01E-51,164
KAF4582920.1,XP_008600137.1,0,905,0,943
KAF4582922.1,XP_008600570.1,0,1879,0,1861
KAF4582923.1,XP_008601997.1,8.54E-98,283,2.25E-91,267
KAF4582924.1,XP_008601998.1,5.72E-40,125,3.56E-40,125
KAF4582925.1,XP_008600584.1,0,600,0,600
KAF4582928.1,XP_008600586.1,1.52E-94,273,1.57E-94,273
KAF4582929.1,XP_008600585.1,2.62E-10,52,1.31E-10,52
KAF4582930.1,XP_008603287.1,0,676,0,666
KAF4582931.1,XP_008600147.1,0,1209,0,1241
KAF4582932.1,XP_008600583.1,1.17E-177,487,5.84E-178,488
KAF4582933.1,XP_008600569.1,3.56E-61,184,2.51E-61,184
KAF4582934.1,XP_008600574.1,1.78E-130,373,3.64E-118,342
KAF4582935.1,XP_008600572.1,0,1025,0,996
KAF4582936.1,XP_008600571.1,0,724,0,726
KAF4582939.1,XP_008600567.1,0,1455,0,1457
KAF4582940.1,XP_008600566.1,0,612,0,569
KAF4582941.1,XP_008600565.1,9.44E-128,371,1.44E-123,360
KAF4582942.1,XP_008600564.1,1.24E-73,226,8.50E-74,226
KAF4582943.1,XP_008600563.1,0,1356,0,1387
KAF4582944.1,XP_008600557.1,1.94E-175,493,1.80E-171,482
KAF4582945.1,XP_008600558.1,5.23E-118,335,5.78E-122,344
KAF4582946.1,XP_008600559.1,2.75E-29,99,3.12E-29,99
KAF4582948.1,XP_008600561.1,0,503,3.62E-174,485
KAF4582949.1,XP_008600556.1,0,1151,0,1135
KAF4582950.1,XP_008600555.1,2.26E-131,374,1.59E-131,374
KAF4582951.1,XP_008600554.1,0,543,0,552
KAF4582952.1,XP_008603431.1,0,1133,0,1149
KAF4582953.1,XP_008600551.1,0,627,0,613
KAF4582956.1,XP_008600549.1,0,673,0,660
KAF4582957.1,XP_008600548.1,0,1179,0,1167
KAF4582958.1,XP_008600547.1,0,973,0,1006
KAF4582959.1,XP_008600546.1,8.51E-74,226,2.27E-73,224
KAF4582960.1,XP_008600543.1,6.61E-161,451,6.40E-162,453
KAF4582964.1,XP_008594193.1,0,864,0,877
KAF4582965.1,XP_008599073.1,5.47E-33,115,4.45E-33,115
KAF4582966.1,XP_008594192.1,0,649,0,676
KAF4582967.1,XP_008594191.1,1.82E-111,350,1.65E-60,213
KAF4582968.1,XP_008594190.1,2.67E-149,421,1.77E-150,424
KAF4582970.1,XP_008594189.1,0,655,0,675
KAF4582972.1,XP_008594187.1,0,517,0,517
KAF4582973.1,XP_008601027.1,0,726,0,708
KAF4582974.1,XP_008601028.1,4.65E-84,258,4.57E-86,263
KAF4582975.1,XP_008601030.1,0,1623,0,1615
KAF4582977.1,XP_008601032.1,0,520,0,522
KAF4582978.1,XP_008601041.1,0,766,0,767
KAF4582979.1,XP_008595506.1,1.02E-18,77,5.77E-19,77
KAF4582980.1,XP_008601039.1,3.51E-54,193,2.28E-55,196
KAF4582981.1,XP_008601038.1,1.14E-152,431,1.02E-146,416
KAF4582982.1,XP_008601043.1,8.67E-123,355,1.19E-137,392
KAF4582983.1,XP_008601044.1,0,1546,0,1528
KAF4582984.1,XP_008601045.1,0,879,0,855
KAF4582985.1,XP_008601046.1,0,1807,0,1801
KAF4582987.1,XP_008601047.1,0,631,0,659
KAF4582988.1,XP_008601048.1,2.94E-120,338,9.22E-118,332
KAF4582989.1,XP_008601049.1,3.32E-101,286,2.37E-101,286
KAF4582990.1,XP_008601051.1,0,1763,0,1752
KAF4582991.1,XP_008601052.1,7.69E-50,172,6.20E-50,172
KAF4582993.1,XP_008601053.1,0,754,0,735
KAF4582994.1,XP_008601054.1,9.45E-58,174,7.61E-58,174
