"start","end","attributes_robin","attributes_ncbi"
7249,9339,"Ophcf2|00001","GQ602_000001"
2104648,2106108,"Ophcf2|00508","GQ602_000508"
2109920,2111330,"Ophcf2|00509","GQ602_000509"
2112741,2113988,"Ophcf2|00510","GQ602_000510"
2115082,2117400,"Ophcf2|00511","GQ602_000511"
2118485,2120879,"Ophcf2|00512","GQ602_000512"
2122014,2123700,"Ophcf2|00513","GQ602_000513"
2125055,2125705,"Ophcf2|00514","GQ602_000514"
2126883,2127884,"Ophcf2|00515","GQ602_000515"
2129365,2129688,"Ophcf2|00516","GQ602_000516"
2129731,2130181,"Ophcf2|00517","GQ602_000517"
2130381,2132134,"Ophcf2|00518","GQ602_000518"
2132881,2133610,"Ophcf2|00519","GQ602_000519"
2133661,2136666,"Ophcf2|00520","GQ602_000520"
2138395,2139487,"Ophcf2|00521","GQ602_000521"
2140478,2142982,"Ophcf2|00522","GQ602_000522"
2144648,2145810,"Ophcf2|00523","GQ602_000523"
2147559,2149443,"Ophcf2|00524","GQ602_000524"
2149674,2150642,"Ophcf2|00525","GQ602_000525"
2150967,2152454,"Ophcf2|00526","GQ602_000526"
2153173,2153949,"Ophcf2|00527","GQ602_000527"
2155589,2156104,"Ophcf2|00528","GQ602_000528"
2156999,2158262,"Ophcf2|00529","GQ602_000529"
2159862,2161232,"Ophcf2|00530","GQ602_000530"
2161799,2162930,"Ophcf2|00531","GQ602_000531"
2163173,2164093,"Ophcf2|00532","GQ602_000532"
2164657,2166172,"Ophcf2|00533","GQ602_000533"
2167948,2169603,"Ophcf2|00534","GQ602_000534"
2169777,2170562,"Ophcf2|00535","GQ602_000535"
2170938,2171603,"Ophcf2|00536","GQ602_000536"
2171984,2173411,"Ophcf2|00537","GQ602_000537"
2173856,2175609,"Ophcf2|00538","GQ602_000538"
2176181,2177605,"Ophcf2|00539","GQ602_000539"
2178050,2178586,"Ophcf2|00540","GQ602_000540"
2179066,2180752,"Ophcf2|00541","GQ602_000541"
2181860,2185425,"Ophcf2|00542","GQ602_000542"
2186125,2187559,"Ophcf2|00543","GQ602_000543"
2188413,2190788,"Ophcf2|00544","GQ602_000544"
2191155,2193183,"Ophcf2|00545","GQ602_000545"
2193771,2194064,"Ophcf2|00546","GQ602_000546"
2194875,2196044,"Ophcf2|00547","GQ602_000547"
2196567,2197874,"Ophcf2|00548","GQ602_000548"
2199579,2201194,"Ophcf2|00549","GQ602_000549"
2201944,2203821,"Ophcf2|00550","GQ602_000550"
2205015,2206356,"Ophcf2|00551","GQ602_000551"
2207057,2209259,"Ophcf2|00552","GQ602_000552"
2210586,2211539,"Ophcf2|00553","GQ602_000553"
2214292,2217215,"Ophcf2|00554","GQ602_000554"
2217839,2219175,"Ophcf2|00555","GQ602_000555"
2220708,2222165,"Ophcf2|00556","GQ602_000556"
2222223,2222505,"Ophcf2|00557","GQ602_000557"
2223555,2224433,"Ophcf2|00558","GQ602_000558"
2226683,2227917,"Ophcf2|00559","GQ602_000559"
2228514,2231731,"Ophcf2|00560","GQ602_000560"
2233025,2234029,"Ophcf2|00561","GQ602_000561"
2235424,2237105,"Ophcf2|00562","GQ602_000562"
2243058,2244689,"Ophcf2|00563","GQ602_000563"
2246270,2247674,"Ophcf2|00564","GQ602_000564"
2248297,2251418,"Ophcf2|00565","GQ602_000565"
2251688,2252323,"Ophcf2|00566","GQ602_000566"
2252676,2253044,"Ophcf2|00567","GQ602_000567"
2253549,2256566,"Ophcf2|00568","GQ602_000568"
2257915,2258734,"Ophcf2|00569","GQ602_000569"
2260670,2262662,"Ophcf2|00570","GQ602_000570"
2262794,2263064,"Ophcf2|00571","GQ602_000571"
2263397,2265577,"Ophcf2|00572","GQ602_000572"
2265643,2266209,"Ophcf2|00573","GQ602_000573"
2266648,2270206,"Ophcf2|00574","GQ602_000574"
2271713,2276347,"Ophcf2|00575","GQ602_000575"
2277049,2280859,"Ophcf2|00576","GQ602_000576"
2282942,2283327,"Ophcf2|00577","GQ602_000577"
2283477,2284605,"Ophcf2|00578","GQ602_000578"
2285060,2288796,"Ophcf2|00579","GQ602_000579"
2291141,2291786,"Ophcf2|00580","GQ602_000580"
2292097,2293685,"Ophcf2|00581","GQ602_000581"
2294719,2298319,"Ophcf2|00582","GQ602_000582"
2298974,2300392,"Ophcf2|00583","GQ602_000583"
2301142,2301553,"Ophcf2|00584","GQ602_000584"
2303386,2305422,"Ophcf2|00585","GQ602_000585"
2306385,2308877,"Ophcf2|00586","GQ602_000586"
2309385,2310986,"Ophcf2|00587","GQ602_000587"
2311562,2315979,"Ophcf2|00588","GQ602_000588"
2316153,2316960,"Ophcf2|00589","GQ602_000589"
2319613,2322673,"Ophcf2|00590","GQ602_000590"
2323005,2324780,"Ophcf2|00591","GQ602_000591"
2324912,2325840,"Ophcf2|00592","GQ602_000592"
2328158,2330254,"Ophcf2|00593","GQ602_000593"
2331408,2333159,"Ophcf2|00594","GQ602_000594"
2333542,2335656,"Ophcf2|00595","GQ602_000595"
2335955,2337791,"Ophcf2|00596","GQ602_000596"
2338873,2340456,"Ophcf2|00597","GQ602_000597"
2342218,2345116,"Ophcf2|00598","GQ602_000598"
2346895,2348029,"Ophcf2|00599","GQ602_000599"
2350693,2352586,"Ophcf2|00600","GQ602_000600"
2354255,2356091,"Ophcf2|00601","GQ602_000601"
2361539,2362615,"Ophcf2|00602","GQ602_000602"
2362875,2366494,"Ophcf2|00603","GQ602_000603"
2366870,2369225,"Ophcf2|00604","GQ602_000604"
2370238,2372398,"Ophcf2|00605","GQ602_000605"
2373501,2374550,"Ophcf2|00606","GQ602_000606"
2375348,2375951,"Ophcf2|00607","GQ602_000607"
2376282,2376802,"Ophcf2|00608","GQ602_000608"
2377100,2378837,"Ophcf2|00609","GQ602_000609"
2379084,2380560,"Ophcf2|00610","GQ602_000610"
2381381,2383752,"Ophcf2|00611","GQ602_000611"
2385109,2386222,"Ophcf2|00612","GQ602_000612"
2389391,2391381,"Ophcf2|00613","GQ602_000613"
2392959,2394234,"Ophcf2|00614","GQ602_000614"
2395725,2396413,"Ophcf2|00615","GQ602_000615"
2396921,2401613,"Ophcf2|00616","GQ602_000616"
2402522,2404206,"Ophcf2|00617","GQ602_000617"
2404784,2406817,"Ophcf2|00618","GQ602_000618"
2408022,2411675,"Ophcf2|00619","GQ602_000619"
2412363,2415668,"Ophcf2|00620","GQ602_000620"
2416323,2417366,"Ophcf2|00621","GQ602_000621"
2418608,2419547,"Ophcf2|00622","GQ602_000622"
2426192,2428698,"Ophcf2|00623","GQ602_000623"
2430917,2431491,"Ophcf2|00624","GQ602_000624"
2431677,2434181,"Ophcf2|00625","GQ602_000625"
2434640,2436917,"Ophcf2|00626","GQ602_000626"
2437077,2439955,"Ophcf2|00627","GQ602_000627"
2440443,2441111,"Ophcf2|00628","GQ602_000628"
2441233,2442475,"Ophcf2|00629","GQ602_000629"
2443418,2445251,"Ophcf2|00630","GQ602_000630"
2445780,2448328,"Ophcf2|00631","GQ602_000631"
2450049,2451973,"Ophcf2|00632","GQ602_000632"
2452052,2454839,"Ophcf2|00633","GQ602_000633"
2456221,2457694,"Ophcf2|00634","GQ602_000634"
2458638,2459942,"Ophcf2|00635","GQ602_000635"
2462352,2465835,"Ophcf2|00636","GQ602_000636"
2466478,2466888,"Ophcf2|00637","GQ602_000637"
2467455,2470189,"Ophcf2|00638","GQ602_000638"
2471270,2472461,"Ophcf2|00639","GQ602_000639"
2473247,2475169,"Ophcf2|00640","GQ602_000640"
2480363,2481848,"Ophcf2|00641","GQ602_000641"
2483122,2485747,"Ophcf2|00642","GQ602_000642"
2486284,2488233,"Ophcf2|00643","GQ602_000643"
2489654,2499361,"Ophcf2|00644","GQ602_000644"
2500122,2502048,"Ophcf2|00645","GQ602_000645"
2502537,2506667,"Ophcf2|00646","GQ602_000646"
2506721,2509027,"Ophcf2|00647","GQ602_000647"
2510379,2513443,"Ophcf2|00648","GQ602_000648"
2513729,2514578,"Ophcf2|00649","GQ602_000649"
2515459,2518147,"Ophcf2|00650","GQ602_000650"
2523973,2524246,"Ophcf2|00651","GQ602_000651"
2527061,2528792,"Ophcf2|00652","GQ602_000652"
2530460,2531710,"Ophcf2|00653","GQ602_000653"
2532473,2537641,"Ophcf2|00654","GQ602_000654"
2539103,2543720,"Ophcf2|00655","GQ602_000655"
2544929,2547230,"Ophcf2|00656","GQ602_000656"
2548277,2550842,"Ophcf2|00657","GQ602_000657"
2552535,2553722,"Ophcf2|00658","GQ602_000658"
2554283,2556148,"Ophcf2|00659","GQ602_000659"
2556973,2558324,"Ophcf2|00660","GQ602_000660"
2558558,2559235,"Ophcf2|00661","GQ602_000661"
2560142,2560418,"Ophcf2|00662","GQ602_000662"
2561257,2563385,"Ophcf2|00663","GQ602_000663"
2563623,2565570,"Ophcf2|00664","GQ602_000664"
2566812,2568461,"Ophcf2|00665","GQ602_000665"
2568482,2570225,"Ophcf2|00666","GQ602_000666"
2570515,2572083,"Ophcf2|00667","GQ602_000667"
2573399,2574182,"Ophcf2|00668","GQ602_000668"
2574284,2575216,"Ophcf2|00669","GQ602_000669"
2575636,2576749,"Ophcf2|00670","GQ602_000670"
2577131,2581083,"Ophcf2|00671","GQ602_000671"
2583406,2584318,"Ophcf2|00672","GQ602_000672"
2585103,2585846,"Ophcf2|00673","GQ602_000673"
2586206,2588117,"Ophcf2|00674","GQ602_000674"
2590135,2591677,"Ophcf2|00675","GQ602_000675"
2592223,2592867,"Ophcf2|00676","GQ602_000676"
2593126,2594622,"Ophcf2|00677","GQ602_000677"
2595583,2597082,"Ophcf2|00678","GQ602_000678"
2598029,2598645,"Ophcf2|00679","GQ602_000679"
2600283,2602243,"Ophcf2|00680","GQ602_000680"
2603463,2604736,"Ophcf2|00681","GQ602_000681"
2605233,2606738,"Ophcf2|00682","GQ602_000682"
2607174,2608046,"Ophcf2|00683","GQ602_000683"
2608145,2609292,"Ophcf2|00684","GQ602_000684"
2616775,2617757,"Ophcf2|00685","GQ602_000685"
2618016,2620059,"Ophcf2|00686","GQ602_000686"
2620563,2624636,"Ophcf2|00687","GQ602_000687"
2625181,2626318,"Ophcf2|00688","GQ602_000688"
2626858,2628216,"Ophcf2|00689","GQ602_000689"
2629048,2630457,"Ophcf2|00690","GQ602_000690"
2633301,2635118,"Ophcf2|00691","GQ602_000691"
2635788,2637775,"Ophcf2|00692","GQ602_000692"
2639298,2641102,"Ophcf2|00693","GQ602_000693"
2641491,2641814,"Ophcf2|00694","GQ602_000694"
2642165,2644558,"Ophcf2|00695","GQ602_000695"
2646143,2648282,"Ophcf2|00696","GQ602_000696"
2650024,2653434,"Ophcf2|00697","GQ602_000697"
2653545,2654527,"Ophcf2|00698","GQ602_000698"
2656692,2658479,"Ophcf2|00699","GQ602_000699"
2666740,2667316,"Ophcf2|00700","GQ602_000700"
2670616,2673130,"Ophcf2|00701","GQ602_000701"
2674267,2675088,"Ophcf2|00702","GQ602_000702"
2675319,2679825,"Ophcf2|00703","GQ602_000703"
2680096,2681063,"Ophcf2|00704","GQ602_000704"
2681284,2683317,"Ophcf2|00705","GQ602_000705"
2684253,2685274,"Ophcf2|00706","GQ602_000706"
2686422,2687395,"Ophcf2|00707","GQ602_000707"
2687746,2691341,"Ophcf2|00708","GQ602_000708"
2692094,2693933,"Ophcf2|00709","GQ602_000709"
2694259,2695080,"Ophcf2|00710","GQ602_000710"
2695414,2696724,"Ophcf2|00711","GQ602_000711"
2697825,2700017,"Ophcf2|00712","GQ602_000712"
2700717,2701344,"Ophcf2|00713","GQ602_000713"
2701775,2702840,"Ophcf2|00714","GQ602_000714"
2703057,2703814,"Ophcf2|00715","GQ602_000715"
2704602,2705891,"Ophcf2|00716","GQ602_000716"
2708718,2711447,"Ophcf2|00717","GQ602_000717"
2711502,2713334,"Ophcf2|00718","GQ602_000718"
2713448,2715311,"Ophcf2|00719","GQ602_000719"
2716637,2717548,"Ophcf2|00720","GQ602_000720"
2718364,2719814,"Ophcf2|00721","GQ602_000721"
2720358,2721832,"Ophcf2|00722","GQ602_000722"
2722016,2724295,"Ophcf2|00723","GQ602_000723"
2725058,2726622,"Ophcf2|00724","GQ602_000724"
2726972,2729410,"Ophcf2|00725","GQ602_000725"
2730361,2731078,"Ophcf2|00726","GQ602_000726"
2731501,2733782,"Ophcf2|00727","GQ602_000727"
2734580,2736643,"Ophcf2|00728","GQ602_000728"
2736920,2737654,"Ophcf2|00729","GQ602_000729"
2738005,2743413,"Ophcf2|00730","GQ602_000730"
2744167,2746089,"Ophcf2|00731","GQ602_000731"
2746785,2747607,"Ophcf2|00732","GQ602_000732"
2800710,2803598,"Ophcf2|00733","GQ602_000733"
2803649,2804656,"Ophcf2|00734","GQ602_000734"
2805102,2807399,"Ophcf2|00735","GQ602_000735"
2807724,2808218,"Ophcf2|00736","GQ602_000736"
2811140,2813422,"Ophcf2|00737","GQ602_000737"
2816232,2819112,"Ophcf2|00738","GQ602_000738"
2820351,2824021,"Ophcf2|00739","GQ602_000739"
2824378,2826173,"Ophcf2|00740","GQ602_000740"
2826568,2826792,"Ophcf2|00741","GQ602_000741"
2827193,2828347,"Ophcf2|00742","GQ602_000742"
2828921,2829401,"Ophcf2|00743","GQ602_000743"
2830490,2832888,"Ophcf2|00744","GQ602_000744"
2835208,2836764,"Ophcf2|00745","GQ602_000745"
2842889,2848267,"Ophcf2|00746","GQ602_000746"
2864288,2865501,"Ophcf2|00747","GQ602_000747"
2865602,2866627,"Ophcf2|00748","GQ602_000748"
2867046,2867691,"Ophcf2|00749","GQ602_000749"
2868155,2869099,"Ophcf2|00750","GQ602_000750"
2869308,2870447,"Ophcf2|00751","GQ602_000751"
2871386,2872379,"Ophcf2|00752","GQ602_000752"
2872641,2873801,"Ophcf2|00753","GQ602_000753"
2874679,2875231,"Ophcf2|00754","GQ602_000754"
2875476,2876269,"Ophcf2|00755","GQ602_000755"
2877300,2879443,"Ophcf2|00756","GQ602_000756"
2880985,2882379,"Ophcf2|00757","GQ602_000757"
2883183,2884964,"Ophcf2|00758","GQ602_000758"
2886507,2889087,"Ophcf2|00759","GQ602_000759"
2893023,2895260,"Ophcf2|00760","GQ602_000760"
2902202,2903697,"Ophcf2|00761","GQ602_000761"
2905399,2906686,"Ophcf2|00762","GQ602_000762"
2907096,2908478,"Ophcf2|00763","GQ602_000763"
2908888,2910099,"Ophcf2|00764","GQ602_000764"
2911209,2912632,"Ophcf2|00765","GQ602_000765"
2913235,2914991,"Ophcf2|00766","GQ602_000766"
2915631,2916252,"Ophcf2|00767","GQ602_000767"
2919049,2923136,"Ophcf2|00768","GQ602_000768"
2924323,2925568,"Ophcf2|00769","GQ602_000769"
2926206,2926955,"Ophcf2|00770","GQ602_000770"
2927895,2928885,"Ophcf2|00771","GQ602_000771"
2929088,2929843,"Ophcf2|00772","GQ602_000772"
2930284,2930967,"Ophcf2|00773","GQ602_000773"
2931281,2931996,"Ophcf2|00774","GQ602_000774"
2933153,2934010,"Ophcf2|00775","GQ602_000775"
2936057,2936677,"Ophcf2|00776","GQ602_000776"
2938345,2945415,"Ophcf2|00777","GQ602_000777"
2945925,2949954,"Ophcf2|00778","GQ602_000778"
2950758,2953074,"Ophcf2|00779","GQ602_000779"
2960119,2963069,"Ophcf2|00780","GQ602_000780"
2964687,2966697,"Ophcf2|00781","GQ602_000781"
2967314,2969047,"Ophcf2|00782","GQ602_000782"
2969750,2970875,"Ophcf2|00783","GQ602_000783"
2972049,2974524,"Ophcf2|00784","GQ602_000784"
2974932,2976624,"Ophcf2|00785","GQ602_000785"
2977525,2977902,"Ophcf2|00786","GQ602_000786"
2978420,2979076,"Ophcf2|00787","GQ602_000787"
2980044,2981863,"Ophcf2|00788","GQ602_000788"
3005639,3006489,"Ophcf2|00789","GQ602_000789"
3006681,3007826,"Ophcf2|00790","GQ602_000790"
3125274,3129112,"Ophcf2|00791","GQ602_000791"
3129722,3132367,"Ophcf2|00792","GQ602_000792"
3133052,3133597,"Ophcf2|00793","GQ602_000793"
3133738,3134317,"Ophcf2|00794","GQ602_000794"
3134726,3137140,"Ophcf2|00795","GQ602_000795"
3138432,3139427,"Ophcf2|00796","GQ602_000796"
3139763,3141500,"Ophcf2|00797","GQ602_000797"
3142122,3144234,"Ophcf2|00798","GQ602_000798"
3145174,3148955,"Ophcf2|00799","GQ602_000799"
3149549,3151459,"Ophcf2|00800","GQ602_000800"
3153319,3154467,"Ophcf2|00801","GQ602_000801"
3155116,3157548,"Ophcf2|00802","GQ602_000802"
3158570,3162279,"Ophcf2|00803","GQ602_000803"
3162876,3164426,"Ophcf2|00804","GQ602_000804"
3164787,3166892,"Ophcf2|00805","GQ602_000805"
3167358,3168200,"Ophcf2|00806","GQ602_000806"
3169320,3170488,"Ophcf2|00807","GQ602_000807"
3171076,3173026,"Ophcf2|00808","GQ602_000808"
3174767,3176576,"Ophcf2|00809","GQ602_000809"
3177679,3178452,"Ophcf2|00810","GQ602_000810"
3178769,3181007,"Ophcf2|00811","GQ602_000811"
3181242,3182268,"Ophcf2|00812","GQ602_000812"
3182578,3183284,"Ophcf2|00813","GQ602_000813"
3183424,3184767,"Ophcf2|00814","GQ602_000814"
3185003,3187130,"Ophcf2|00815","GQ602_000815"
3187575,3190763,"Ophcf2|00816","GQ602_000816"
3193994,3195478,"Ophcf2|00817","GQ602_000817"
3196027,3196693,"Ophcf2|00818","GQ602_000818"
3197246,3197952,"Ophcf2|00819","GQ602_000819"
3198372,3199556,"Ophcf2|00820","GQ602_000820"
3199721,3200370,"Ophcf2|00821","GQ602_000821"
3200971,3201447,"Ophcf2|00822","GQ602_000822"
3202534,3203886,"Ophcf2|00823","GQ602_000823"
3204232,3204738,"Ophcf2|00824","GQ602_000824"
3205811,3210137,"Ophcf2|00825","GQ602_000825"
3210590,3210985,"Ophcf2|00826","GQ602_000826"
3211236,3211864,"Ophcf2|00827","GQ602_000827"
3212376,3217537,"Ophcf2|00828","GQ602_000828"
3219328,3219968,"Ophcf2|00829","GQ602_000829"
3220002,3220711,"Ophcf2|00830","GQ602_000830"
3221110,3221795,"Ophcf2|00831","GQ602_000831"
3222636,3225671,"Ophcf2|00832","GQ602_000832"
3226316,3234097,"Ophcf2|00833","GQ602_000833"
3234880,3236108,"Ophcf2|00834","GQ602_000834"
3236556,3237399,"Ophcf2|00835","GQ602_000835"
3238318,3240063,"Ophcf2|00836","GQ602_000836"
3241161,3243192,"Ophcf2|00837","GQ602_000837"
3244128,3245573,"Ophcf2|00838","GQ602_000838"
3246093,3247223,"Ophcf2|00839","GQ602_000839"
3247654,3248140,"Ophcf2|00840","GQ602_000840"
3248552,3250536,"Ophcf2|00841","GQ602_000841"
3251274,3254669,"Ophcf2|00842","GQ602_000842"
3255338,3262740,"Ophcf2|00843","GQ602_000843"
3263051,3264340,"Ophcf2|00844","GQ602_000844"
3266707,3269892,"Ophcf2|00845","GQ602_000845"
3270511,3271980,"Ophcf2|00846","GQ602_000846"
3273957,3278372,"Ophcf2|00847","GQ602_000847"
3279277,3279811,"Ophcf2|00848","GQ602_000848"
3280880,3282345,"Ophcf2|00849","GQ602_000849"
3283944,3284670,"Ophcf2|00850","GQ602_000850"
3285345,3286104,"Ophcf2|00851","GQ602_000851"
3286819,3287606,"Ophcf2|00852","GQ602_000852"
3287860,3289187,"Ophcf2|00853","GQ602_000853"
3290217,3292678,"Ophcf2|00854","GQ602_000854"
3294052,3298316,"Ophcf2|00855","GQ602_000855"
3298931,3299965,"Ophcf2|00856","GQ602_000856"
3301497,3302706,"Ophcf2|00857","GQ602_000857"
3303246,3303791,"Ophcf2|00858","GQ602_000858"
3304065,3305868,"Ophcf2|00859","GQ602_000859"
3307374,3308131,"Ophcf2|00860","GQ602_000860"
3308773,3309696,"Ophcf2|00861","GQ602_000861"
3309841,3310789,"Ophcf2|00862","GQ602_000862"
3311362,3312812,"Ophcf2|00863","GQ602_000863"
3313258,3314217,"Ophcf2|00864","GQ602_000864"
3315392,3315644,"Ophcf2|00865","GQ602_000865"
3319149,3321392,"Ophcf2|00866","GQ602_000866"
3324099,3326846,"Ophcf2|00867","GQ602_000867"
3327284,3331095,"Ophcf2|00868","GQ602_000868"
3332458,3333360,"Ophcf2|00869","GQ602_000869"
3335571,3342658,"Ophcf2|00870","GQ602_000870"
3343544,3345719,"Ophcf2|00871","GQ602_000871"
3346100,3347459,"Ophcf2|00872","GQ602_000872"
3347840,3348502,"Ophcf2|00873","GQ602_000873"
3349145,3350185,"Ophcf2|00874","GQ602_000874"
3350455,3350875,"Ophcf2|00875","GQ602_000875"
3351600,3353616,"Ophcf2|00876","GQ602_000876"
3356743,3364311,"Ophcf2|00877","GQ602_000877"
3364982,3366584,"Ophcf2|00878","GQ602_000878"
3367547,3368979,"Ophcf2|00879","GQ602_000879"
3369463,3370613,"Ophcf2|00880","GQ602_000880"
3371074,3373192,"Ophcf2|00881","GQ602_000881"
3373357,3376635,"Ophcf2|00882","GQ602_000882"
3377013,3379435,"Ophcf2|00883","GQ602_000883"
3380088,3381653,"Ophcf2|00884","GQ602_000884"
3382452,3384892,"Ophcf2|00885","GQ602_000885"
3393972,3395563,"Ophcf2|00886","GQ602_000886"
3396294,3397036,"Ophcf2|00887","GQ602_000887"
3400279,3401843,"Ophcf2|00888","GQ602_000888"
3403649,3405335,"Ophcf2|00889","GQ602_000889"
3405822,3407006,"Ophcf2|00890","GQ602_000890"
3408499,3411941,"Ophcf2|00891","GQ602_000891"
3412668,3417240,"Ophcf2|00892","GQ602_000892"
3417482,3421330,"Ophcf2|00893","GQ602_000893"
3422482,3422903,"Ophcf2|00894","GQ602_000894"
3423406,3424140,"Ophcf2|00895","GQ602_000895"
3425282,3425544,"Ophcf2|00896","GQ602_000896"
3426998,3435196,"Ophcf2|00897","GQ602_000897"
3436315,3441096,"Ophcf2|00898","GQ602_000898"
3441577,3444765,"Ophcf2|00899","GQ602_000899"
3447209,3448161,"Ophcf2|00900","GQ602_000900"
3448801,3449960,"Ophcf2|00901","GQ602_000901"
3451121,3451512,"Ophcf2|00902","GQ602_000902"
3451592,3452400,"Ophcf2|00903","GQ602_000903"
3453230,3454480,"Ophcf2|00904","GQ602_000904"
3456003,3456951,"Ophcf2|00905","GQ602_000905"
3457331,3458793,"Ophcf2|00906","GQ602_000906"
3458903,3463384,"Ophcf2|00907","GQ602_000907"
3465345,3467099,"Ophcf2|00908","GQ602_000908"
3468130,3470088,"Ophcf2|00909","GQ602_000909"
3470542,3472739,"Ophcf2|00910","GQ602_000910"
3472940,3474488,"Ophcf2|00911","GQ602_000911"
3475482,3475928,"Ophcf2|00912","GQ602_000912"
3476205,3477824,"Ophcf2|00913","GQ602_000913"
3478295,3479303,"Ophcf2|00914","GQ602_000914"
3480234,3482040,"Ophcf2|00915","GQ602_000915"
3483174,3486075,"Ophcf2|00916","GQ602_000916"
3486709,3488469,"Ophcf2|00917","GQ602_000917"
3489922,3490791,"Ophcf2|00918","GQ602_000918"
3491488,3492423,"Ophcf2|00919","GQ602_000919"
3492878,3494529,"Ophcf2|00920","GQ602_000920"
3495617,3497175,"Ophcf2|00921","GQ602_000921"
3497756,3499339,"Ophcf2|00922","GQ602_000922"
3499616,3501323,"Ophcf2|00923","GQ602_000923"
3506066,3507150,"Ophcf2|00924","GQ602_000924"
3509454,3510866,"Ophcf2|00925","GQ602_000925"
3511585,3515061,"Ophcf2|00926","GQ602_000926"
3516152,3519210,"Ophcf2|00927","GQ602_000927"
3539134,3539700,"Ophcf2|00928","GQ602_000928"
3539978,3540592,"Ophcf2|00929","GQ602_000929"
3594530,3595849,"Ophcf2|00930","GQ602_000930"
3595932,3597782,"Ophcf2|00931","GQ602_000931"
3598280,3598819,"Ophcf2|00932","GQ602_000932"
3599317,3600224,"Ophcf2|00933","GQ602_000933"
3600511,3601649,"Ophcf2|00934","GQ602_000934"
3603187,3606922,"Ophcf2|00935","GQ602_000935"
3607551,3611116,"Ophcf2|00936","GQ602_000936"
3612585,3614040,"Ophcf2|00937","GQ602_000937"
3616895,3620018,"Ophcf2|00938","GQ602_000938"
3621384,3624166,"Ophcf2|00939","GQ602_000939"
3625206,3627322,"Ophcf2|00940","GQ602_000940"
3627718,3629490,"Ophcf2|00941","GQ602_000941"
3631487,3632596,"Ophcf2|00942","GQ602_000942"
3633017,3633394,"Ophcf2|00943","GQ602_000943"
3634315,3634715,"Ophcf2|00944","GQ602_000944"
3635012,3635740,"Ophcf2|00945","GQ602_000945"
3636232,3636928,"Ophcf2|00946","GQ602_000946"
3637451,3639478,"Ophcf2|00947","GQ602_000947"
3641092,3644116,"Ophcf2|00948","GQ602_000948"
3644998,3645819,"Ophcf2|00949","GQ602_000949"
3646839,3650436,"Ophcf2|00950","GQ602_000950"
3651311,3652398,"Ophcf2|00951","GQ602_000951"
3653135,3656191,"Ophcf2|00952","GQ602_000952"
3656785,3659350,"Ophcf2|00953","GQ602_000953"
3659770,3660912,"Ophcf2|00954","GQ602_000954"
3661881,3664238,"Ophcf2|00955","GQ602_000955"
3665521,3666996,"Ophcf2|00956","GQ602_000956"
3668274,3668516,"Ophcf2|00957","GQ602_000957"
3670616,3673314,"Ophcf2|00958","GQ602_000958"
3673733,3675261,"Ophcf2|00959","GQ602_000959"
3675940,3678595,"Ophcf2|00960","GQ602_000960"
3679146,3679831,"Ophcf2|00961","GQ602_000961"
3681007,3682936,"Ophcf2|00962","GQ602_000962"
3683388,3687819,"Ophcf2|00963","GQ602_000963"
3689759,3691452,"Ophcf2|00964","GQ602_000964"
3691835,3692576,"Ophcf2|00965","GQ602_000965"
3693440,3696698,"Ophcf2|00966","GQ602_000966"
3696909,3699342,"Ophcf2|00967","GQ602_000967"
3699653,3700473,"Ophcf2|00968","GQ602_000968"
3701491,3703803,"Ophcf2|00969","GQ602_000969"
3703928,3705890,"Ophcf2|00970","GQ602_000970"
3706768,3709155,"Ophcf2|00971","GQ602_000971"
3709569,3710663,"Ophcf2|00972","GQ602_000972"
3710887,3711831,"Ophcf2|00973","GQ602_000973"
3713180,3713556,"Ophcf2|00974","GQ602_000974"
3714179,3715280,"Ophcf2|00975","GQ602_000975"
3715692,3717712,"Ophcf2|00976","GQ602_000976"
3717984,3720704,"Ophcf2|00977","GQ602_000977"
3720936,3721838,"Ophcf2|00978","GQ602_000978"
3721993,3722694,"Ophcf2|00979","GQ602_000979"
3723109,3723480,"Ophcf2|00980","GQ602_000980"
3723721,3724281,"Ophcf2|00981","GQ602_000981"
3724786,3725081,"Ophcf2|00982","GQ602_000982"
3725491,3727001,"Ophcf2|00983","GQ602_000983"
3727838,3731184,"Ophcf2|00984","GQ602_000984"
3733017,3734949,"Ophcf2|00985","GQ602_000985"
3735451,3736151,"Ophcf2|00986","GQ602_000986"
3736921,3738836,"Ophcf2|00987","GQ602_000987"
