"start","end","attributes_robin","attributes_ncbi"
116,1058,"Ophio5|1","XA68_10000"
40799,41330,"Ophio5|613","XA68_10610"
41486,41898,"Ophio5|614","XA68_10611"
911,1675,"Ophio5|615","XA68_10612"
2152,3113,"Ophio5|616","XA68_10613"
478,2748,"Ophio5|617","XA68_10614"
659,1678,"Ophio5|618","XA68_10615"
2383,2772,"Ophio5|619","XA68_10616"
124,2805,"Ophio5|620","XA68_10617"
52,1057,"Ophio5|621","XA68_10618"
1128,2252,"Ophio5|622","XA68_10619"
85,2734,"Ophio5|623","XA68_10620"
460,1629,"Ophio5|624","XA68_10621"
2068,2654,"Ophio5|625","XA68_10622"
528,1451,"Ophio5|626","XA68_10623"
289,1366,"Ophio5|627","XA68_10624"
4890,7469,"Ophio5|628","XA68_10625"
8522,9056,"Ophio5|629","XA68_10626"
10570,12642,"Ophio5|630","XA68_10627"
14539,15763,"Ophio5|631","XA68_10628"
15925,16307,"Ophio5|632","XA68_10629"
16368,18190,"Ophio5|633","XA68_10630"
19760,20224,"Ophio5|634","XA68_10631"
22448,22912,"Ophio5|635","XA68_10632"
23355,24319,"Ophio5|636","XA68_10633"
24593,26587,"Ophio5|637","XA68_10634"
27730,28083,"Ophio5|638","XA68_10635"
28715,33094,"Ophio5|639","XA68_10636"
33626,34841,"Ophio5|640","XA68_10637"
35223,35748,"Ophio5|641","XA68_10638"
36436,39113,"Ophio5|642","XA68_10639"
39703,40614,"Ophio5|643","XA68_10640"
40744,41561,"Ophio5|644","XA68_10641"
158,725,"Ophio5|645","XA68_10642"
1520,2927,"Ophio5|646","XA68_10643"
103,574,"Ophio5|647","XA68_10644"
1063,2680,"Ophio5|648","XA68_10645"
689,2796,"Ophio5|649","XA68_10646"
688,1883,"Ophio5|650","XA68_10647"
2156,2872,"Ophio5|651","XA68_10648"
598,2338,"Ophio5|652","XA68_10649"
921,2027,"Ophio5|653","XA68_10650"
2060,2483,"Ophio5|654","XA68_10651"
290,2192,"Ophio5|655","XA68_10652"
1276,1584,"Ophio5|656","XA68_10653"
183,1928,"Ophio5|657","XA68_10654"
2866,8208,"Ophio5|658","XA68_10655"
8858,10581,"Ophio5|659","XA68_10656"
10889,11448,"Ophio5|660","XA68_10657"
12505,13202,"Ophio5|661","XA68_10658"
14077,15742,"Ophio5|662","XA68_10659"
14182,14435,"Ophio5|663",NA
16238,18696,"Ophio5|664","XA68_10660"
19049,20146,"Ophio5|665","XA68_10661"
21595,22878,"Ophio5|666","XA68_10662"
24075,27472,"Ophio5|667","XA68_10663"
31305,32799,"Ophio5|668","XA68_10664"
33795,34628,"Ophio5|669","XA68_10665"
35316,36785,"Ophio5|670","XA68_10666"
37891,38693,"Ophio5|671","XA68_10667"
39334,41333,"Ophio5|672","XA68_10668"
36,1142,"Ophio5|673","XA68_10669"
1905,2562,"Ophio5|674","XA68_10670"
360,929,"Ophio5|675","XA68_10671"
1109,1625,"Ophio5|676","XA68_10672"
631,2917,"Ophio5|677","XA68_10673"
994,2946,"Ophio5|678","XA68_10674"
109,2465,"Ophio5|679","XA68_10675"
787,1731,"Ophio5|680","XA68_10676"
229,2508,"Ophio5|681","XA68_10677"
40,1110,"Ophio5|682","XA68_10678"
1708,2801,"Ophio5|683","XA68_10679"
742,2697,"Ophio5|684","XA68_10680"
5,424,"Ophio5|685","XA68_10681"
746,2765,"Ophio5|686","XA68_10682"
97,840,"Ophio5|687","XA68_10683"
1675,2121,"Ophio5|688","XA68_10684"
4595,7575,"Ophio5|689","XA68_10685"
8270,9331,"Ophio5|690","XA68_10686"
9716,11618,"Ophio5|691","XA68_10687"
12367,16792,"Ophio5|692","XA68_10688"
17560,19494,"Ophio5|693","XA68_10689"
19535,20056,"Ophio5|694","XA68_10690"
20937,24580,"Ophio5|695","XA68_10691"
25007,25477,"Ophio5|696","XA68_10692"
25564,27535,"Ophio5|697","XA68_10693"
27802,29519,"Ophio5|698","XA68_10694"
30091,31566,"Ophio5|699","XA68_10695"
32089,34029,"Ophio5|700","XA68_10696"
34749,37031,"Ophio5|701","XA68_10697"
39412,41325,"Ophio5|702","XA68_10698"
440,2193,"Ophio5|703","XA68_10699"
298,1542,"Ophio5|704","XA68_10700"
88,1292,"Ophio5|705","XA68_10701"
1998,2735,"Ophio5|706","XA68_10702"
488,2740,"Ophio5|707","XA68_10703"
1313,2676,"Ophio5|708","XA68_10704"
204,1778,"Ophio5|709","XA68_10705"
445,2176,"Ophio5|710","XA68_10706"
261,2380,"Ophio5|711","XA68_10707"
3268,6896,"Ophio5|712","XA68_10708"
8776,11835,"Ophio5|713","XA68_10709"
12730,13269,"Ophio5|714","XA68_10710"
13791,14256,"Ophio5|715","XA68_10711"
15750,16368,"Ophio5|716","XA68_10712"
17704,22794,"Ophio5|717","XA68_10713"
23046,26492,"Ophio5|718","XA68_10714"
27713,30808,"Ophio5|719","XA68_10715"
31819,33093,"Ophio5|720","XA68_10716"
34143,34781,"Ophio5|721","XA68_10717"
35137,38031,"Ophio5|722","XA68_10718"
38263,40571,"Ophio5|723","XA68_10719"
42542,45169,"Ophio5|724","XA68_10720"
46822,48331,"Ophio5|725","XA68_10721"
48668,49465,"Ophio5|726","XA68_10722"
51273,52610,"Ophio5|727","XA68_10723"
53515,54316,"Ophio5|728","XA68_10724"
54463,54851,"Ophio5|729","XA68_10725"
56177,57345,"Ophio5|730","XA68_10726"
57922,58907,"Ophio5|731","XA68_10727"
61398,64589,"Ophio5|732","XA68_10728"
65407,70236,"Ophio5|733","XA68_10729"
71078,79263,"Ophio5|734","XA68_10730"
82048,83790,"Ophio5|735","XA68_10731"
86398,90216,"Ophio5|736","XA68_10732"
90287,91356,"Ophio5|737","XA68_10733"
92203,94078,"Ophio5|738","XA68_10734"
94100,94798,"Ophio5|739","XA68_10735"
382,5453,"Ophio5|740","XA68_10736"
7259,9219,"Ophio5|741","XA68_10737"
10826,11143,"Ophio5|742","XA68_10738"
15342,15935,"Ophio5|743","XA68_10739"
20546,22104,"Ophio5|744","XA68_10740"
22648,24096,"Ophio5|745","XA68_10741"
24495,27056,"Ophio5|746","XA68_10742"
27769,28692,"Ophio5|747","XA68_10743"
28893,29360,"Ophio5|748","XA68_10744"
29842,31220,"Ophio5|749","XA68_10745"
31681,34460,"Ophio5|750","XA68_10746"
37309,39515,"Ophio5|751","XA68_10747"
39790,40556,"Ophio5|752","XA68_10748"
191,2794,"Ophio5|753","XA68_10749"
543,960,"Ophio5|754","XA68_10750"
689,2705,"Ophio5|755","XA68_10751"
34,1853,"Ophio5|756","XA68_10752"
290,2428,"Ophio5|757","XA68_10753"
228,719,"Ophio5|758","XA68_10754"
1315,2289,"Ophio5|759","XA68_10755"
273,1668,"Ophio5|760","XA68_10756"
148,1245,"Ophio5|761","XA68_10757"
126,1013,"Ophio5|762","XA68_10758"
1785,2529,"Ophio5|763","XA68_10759"
1170,3623,"Ophio5|764","XA68_10760"
4392,7996,"Ophio5|765","XA68_10761"
8394,10489,"Ophio5|766","XA68_10762"
10540,11188,"Ophio5|767","XA68_10763"
12592,16781,"Ophio5|768","XA68_10764"
17429,18992,"Ophio5|769","XA68_10765"
19456,20699,"Ophio5|770","XA68_10766"
21404,25955,"Ophio5|771","XA68_10767"
27680,29470,"Ophio5|772","XA68_10768"
29704,32928,"Ophio5|773","XA68_10769"
34391,35356,"Ophio5|774","XA68_10770"
35694,37918,"Ophio5|775","XA68_10771"
38070,38631,"Ophio5|776","XA68_10772"
39260,40682,"Ophio5|777","XA68_10773"
70,960,"Ophio5|778","XA68_10774"
1284,2618,"Ophio5|779","XA68_10775"
43,1445,"Ophio5|780","XA68_10776"
72,2562,"Ophio5|781","XA68_10777"
330,2497,"Ophio5|782","XA68_10778"
975,3101,"Ophio5|783","XA68_10779"
8042,8629,"Ophio5|784","XA68_10780"
8641,9820,"Ophio5|785","XA68_10781"
10660,11530,"Ophio5|786","XA68_10782"
12994,14409,"Ophio5|787","XA68_10783"
15490,16340,"Ophio5|788","XA68_10784"
18048,18523,"Ophio5|789","XA68_10785"
19434,19762,"Ophio5|790","XA68_10786"
20397,20852,"Ophio5|791","XA68_10787"
21788,22264,"Ophio5|792","XA68_10788"
23376,24215,"Ophio5|793","XA68_10789"
24727,27918,"Ophio5|794","XA68_10790"
28217,28583,"Ophio5|795","XA68_10791"
29606,30937,"Ophio5|796","XA68_10792"
31262,31652,"Ophio5|797","XA68_10793"
31963,35601,"Ophio5|798","XA68_10794"
36048,37236,"Ophio5|799","XA68_10795"
37623,38942,"Ophio5|800","XA68_10796"
39557,40618,"Ophio5|801","XA68_10797"
179,1174,"Ophio5|802","XA68_10798"
1442,2195,"Ophio5|803","XA68_10799"
320,1771,"Ophio5|804","XA68_10800"
909,2447,"Ophio5|805","XA68_10801"
676,1672,"Ophio5|806","XA68_10802"
1933,2339,"Ophio5|807","XA68_10803"
799,2621,"Ophio5|808","XA68_10804"
4217,5111,"Ophio5|809","XA68_10805"
5977,6727,"Ophio5|810","XA68_10806"
9185,12190,"Ophio5|811","XA68_10807"
12740,13585,"Ophio5|812","XA68_10808"
13728,14701,"Ophio5|813","XA68_10809"
15045,15954,"Ophio5|814","XA68_10810"
16960,19173,"Ophio5|815","XA68_10811"
19514,19986,"Ophio5|816","XA68_10812"
20164,21513,"Ophio5|817","XA68_10813"
22302,25270,"Ophio5|818","XA68_10814"
28123,40559,"Ophio5|819","XA68_10815"
305,2694,"Ophio5|820","XA68_10816"
71,2273,"Ophio5|821","XA68_10817"
97,2665,"Ophio5|822","XA68_10818"
329,1960,"Ophio5|823","XA68_10819"
339,2499,"Ophio5|824","XA68_10820"
424,2102,"Ophio5|825","XA68_10821"
572,1626,"Ophio5|826","XA68_10822"
2189,3052,"Ophio5|827","XA68_10823"
3693,4190,"Ophio5|828","XA68_10824"
9205,10331,"Ophio5|829","XA68_10825"
12945,13589,"Ophio5|830","XA68_10826"
13899,16067,"Ophio5|831","XA68_10827"
18189,21605,"Ophio5|832","XA68_10828"
22267,23343,"Ophio5|833","XA68_10829"
23901,28218,"Ophio5|834","XA68_10830"
28346,29311,"Ophio5|835","XA68_10831"
32675,33056,"Ophio5|836","XA68_10832"
33154,34048,"Ophio5|837","XA68_10833"
34762,36300,"Ophio5|838","XA68_10834"
36829,37257,"Ophio5|839","XA68_10835"
37861,38454,"Ophio5|840","XA68_10836"
38611,40709,"Ophio5|841","XA68_10837"
423,2067,"Ophio5|842","XA68_10838"
223,2088,"Ophio5|843","XA68_10839"
893,1350,"Ophio5|844","XA68_10840"
34,2036,"Ophio5|845","XA68_10841"
511,2055,"Ophio5|846","XA68_10842"
19,1445,"Ophio5|847","XA68_10843"
2952,4177,"Ophio5|848","XA68_10844"
5314,8992,"Ophio5|849","XA68_10845"
9071,10032,"Ophio5|850","XA68_10846"
10955,12583,"Ophio5|851","XA68_10847"
13514,14038,"Ophio5|852","XA68_10848"
15467,16180,"Ophio5|853","XA68_10849"
17737,19595,"Ophio5|854","XA68_10850"
20115,22750,"Ophio5|855","XA68_10851"
24343,25610,"Ophio5|856","XA68_10852"
25622,27242,"Ophio5|857","XA68_10853"
27722,34389,"Ophio5|858","XA68_10854"
34988,37504,"Ophio5|859","XA68_10855"
38073,40559,"Ophio5|860","XA68_10856"
200,1245,"Ophio5|861","XA68_10857"
831,1614,"Ophio5|862","XA68_10858"
920,1468,"Ophio5|863","XA68_10859"
862,2371,"Ophio5|864","XA68_10860"
435,2236,"Ophio5|865","XA68_10861"
2069,2452,"Ophio5|866","XA68_10862"
659,1654,"Ophio5|867","XA68_10863"
263,1791,"Ophio5|868","XA68_10864"
271,788,"Ophio5|869","XA68_10865"
918,2195,"Ophio5|870","XA68_10866"
906,2498,"Ophio5|871","XA68_10867"
4695,6972,"Ophio5|872","XA68_10868"
7411,7917,"Ophio5|873","XA68_10869"
7946,8290,"Ophio5|874","XA68_10870"
8651,9288,"Ophio5|875","XA68_10871"
9643,10632,"Ophio5|876","XA68_10872"
11211,12214,"Ophio5|877","XA68_10873"
12607,14084,"Ophio5|878","XA68_10874"
14888,15986,"Ophio5|879","XA68_10875"
17644,18923,"Ophio5|880","XA68_10876"
19371,23045,"Ophio5|881","XA68_10877"
23262,24050,"Ophio5|882","XA68_10878"
24919,25317,"Ophio5|883","XA68_10879"
29554,29878,"Ophio5|884","XA68_10880"
30523,34548,"Ophio5|885","XA68_10881"
35147,37625,"Ophio5|886","XA68_10882"
38377,39400,"Ophio5|887","XA68_10883"
821,1360,"Ophio5|888","XA68_10884"
182,1664,"Ophio5|889","XA68_10885"
1666,2454,"Ophio5|890","XA68_10886"
286,2006,"Ophio5|891","XA68_10887"
16,864,"Ophio5|892","XA68_10888"
3,2444,"Ophio5|893","XA68_10889"
392,1514,"Ophio5|894","XA68_10890"
1794,2159,"Ophio5|895","XA68_10891"
95,960,"Ophio5|896","XA68_10892"
1103,2244,"Ophio5|897","XA68_10893"
2664,4261,"Ophio5|898","XA68_10894"
5821,6420,"Ophio5|899","XA68_10895"
7831,8489,"Ophio5|900","XA68_10896"
9036,10175,"Ophio5|901","XA68_10897"
11110,12021,"Ophio5|902","XA68_10898"
13268,16198,"Ophio5|903","XA68_10899"
19632,20912,"Ophio5|904","XA68_10900"
21197,23866,"Ophio5|905","XA68_10901"
24368,24818,"Ophio5|906","XA68_10902"
25542,27443,"Ophio5|907","XA68_10903"
28211,28876,"Ophio5|908","XA68_10904"
29288,30466,"Ophio5|909","XA68_10905"
31308,33484,"Ophio5|910","XA68_10906"
33834,34693,"Ophio5|911","XA68_10907"
34831,35832,"Ophio5|912","XA68_10908"
36189,38048,"Ophio5|913","XA68_10909"
38331,40194,"Ophio5|914","XA68_10910"
461,2323,"Ophio5|915","XA68_10911"
370,2078,"Ophio5|916","XA68_10912"
395,1533,"Ophio5|917","XA68_10913"
2018,2461,"Ophio5|918","XA68_10914"
987,2226,"Ophio5|919","XA68_10915"
239,1409,"Ophio5|920","XA68_10916"
2420,3532,"Ophio5|921","XA68_10917"
4068,4600,"Ophio5|922","XA68_10918"
5047,6608,"Ophio5|923","XA68_10919"
7007,7876,"Ophio5|924","XA68_10920"
8412,10913,"Ophio5|925","XA68_10921"
11594,13031,"Ophio5|926","XA68_10922"
13108,13611,"Ophio5|927","XA68_10923"
13890,15858,"Ophio5|928","XA68_10924"
19466,21915,"Ophio5|929","XA68_10925"
22300,23266,"Ophio5|930","XA68_10926"
23651,29399,"Ophio5|931","XA68_10927"
29587,32071,"Ophio5|932","XA68_10928"
32555,33662,"Ophio5|933","XA68_10929"
34399,35863,"Ophio5|934","XA68_10930"
36898,37899,"Ophio5|935","XA68_10931"
38240,40006,"Ophio5|936","XA68_10932"
84,1587,"Ophio5|937","XA68_10933"
1729,2103,"Ophio5|938","XA68_10934"
733,2020,"Ophio5|939","XA68_10935"
137,991,"Ophio5|940","XA68_10936"
1419,1937,"Ophio5|941","XA68_10937"
599,1438,"Ophio5|942","XA68_10938"
1479,2112,"Ophio5|943","XA68_10939"
297,2120,"Ophio5|944",NA
155,1181,"Ophio5|945","XA68_10940"
1243,2027,"Ophio5|946","XA68_10941"
2254,4123,"Ophio5|947","XA68_10942"
5129,6616,"Ophio5|948","XA68_10943"
6831,7918,"Ophio5|949","XA68_10944"
9258,10494,"Ophio5|950","XA68_10945"
10818,13013,"Ophio5|951","XA68_10946"
13496,17804,"Ophio5|952","XA68_10947"
18170,19282,"Ophio5|953","XA68_10948"
19994,22729,"Ophio5|954","XA68_10949"
23048,28707,"Ophio5|955","XA68_10950"
30455,32395,"Ophio5|956","XA68_10951"
32598,33717,"Ophio5|957","XA68_10952"
33845,35135,"Ophio5|958","XA68_10953"
36301,40074,"Ophio5|959","XA68_10954"
490,1437,"Ophio5|960","XA68_10955"
21,567,"Ophio5|961","XA68_10956"
846,1468,"Ophio5|962","XA68_10957"
1582,2157,"Ophio5|963","XA68_10958"
296,1072,"Ophio5|964","XA68_10959"
1790,2389,"Ophio5|965","XA68_10960"
510,1883,"Ophio5|966","XA68_10961"
55,1123,"Ophio5|967","XA68_10962"
1331,2031,"Ophio5|968","XA68_10963"
120,2033,"Ophio5|969","XA68_10964"
661,2061,"Ophio5|970","XA68_10972"
2902,4482,"Ophio5|971","XA68_10973"
6272,6715,"Ophio5|972","XA68_10974"
8685,10893,"Ophio5|973","XA68_10975"
11281,12814,"Ophio5|974","XA68_10976"
14004,14763,"Ophio5|975","XA68_10977"
15282,15773,"Ophio5|976","XA68_10978"
15830,16297,"Ophio5|977","XA68_10979"
16442,17975,"Ophio5|978","XA68_10980"
18148,19366,"Ophio5|979","XA68_10981"
19650,21177,"Ophio5|980","XA68_10982"
21795,22526,"Ophio5|981","XA68_10983"
22921,25100,"Ophio5|982","XA68_10984"
26009,27899,"Ophio5|983","XA68_10985"
28480,30096,"Ophio5|984","XA68_10986"
33142,34815,"Ophio5|985","XA68_10987"
35340,36223,"Ophio5|986","XA68_10988"
36386,36895,"Ophio5|987","XA68_10989"
37272,38148,"Ophio5|988","XA68_10990"
38468,39650,"Ophio5|989","XA68_10991"
40533,42245,"Ophio5|990","XA68_10992"
43306,44128,"Ophio5|991","XA68_10993"
48576,49068,"Ophio5|992","XA68_10994"
53389,54723,"Ophio5|993","XA68_10995"
56548,57399,"Ophio5|994","XA68_10996"
59400,62273,"Ophio5|995","XA68_10997"
62602,64284,"Ophio5|996","XA68_10998"
66724,68332,"Ophio5|997","XA68_10999"
71976,72364,"Ophio5|998","XA68_11000"
73105,74712,"Ophio5|999","XA68_11001"
75518,77348,"Ophio5|1000","XA68_10965"
77598,78108,"Ophio5|1001","XA68_10966"
78490,81552,"Ophio5|1002","XA68_10967"
82678,83712,"Ophio5|1003","XA68_10968"
85278,85896,"Ophio5|1004","XA68_10969"
87471,89040,"Ophio5|1005","XA68_10970"
90892,94828,"Ophio5|1006","XA68_10971"
1057,8196,"Ophio5|1007","XA68_11002"
8833,9224,"Ophio5|1008","XA68_11003"
9401,10137,"Ophio5|1009","XA68_11004"
10506,11966,"Ophio5|1010","XA68_11005"
12245,14139,"Ophio5|1011","XA68_11006"
15652,19179,"Ophio5|1012","XA68_11007"
23025,25295,"Ophio5|1013","XA68_11008"
29433,29687,"Ophio5|1014","XA68_11009"
29926,30931,"Ophio5|1015","XA68_11010"
32079,33811,"Ophio5|1016","XA68_11011"
34490,35838,"Ophio5|1017","XA68_11012"
36635,38274,"Ophio5|1018","XA68_11013"
812,1621,"Ophio5|1019","XA68_11014"
121,2172,"Ophio5|1020","XA68_11015"
289,1907,"Ophio5|1021","XA68_11016"
461,1423,"Ophio5|1022","XA68_11017"
698,2036,"Ophio5|1023","XA68_11018"
520,1829,"Ophio5|1024","XA68_11019"
593,1415,"Ophio5|1025","XA68_11020"
1732,4174,"Ophio5|1026","XA68_11021"
4599,7902,"Ophio5|1027","XA68_11022"
8536,9311,"Ophio5|1028","XA68_11023"
9648,11358,"Ophio5|1029","XA68_11024"
13196,13707,"Ophio5|1030","XA68_11025"
13833,14793,"Ophio5|1031","XA68_11026"
15295,19722,"Ophio5|1032","XA68_11027"
21582,22028,"Ophio5|1033","XA68_11028"
23372,24080,"Ophio5|1034","XA68_11029"
24737,27062,"Ophio5|1035","XA68_11030"
28028,29587,"Ophio5|1036","XA68_11031"
30055,32703,"Ophio5|1037","XA68_11032"
35506,35745,"Ophio5|1038","XA68_11033"
36456,36857,"Ophio5|1039","XA68_11034"
37344,38861,"Ophio5|1040","XA68_11035"
430,1794,"Ophio5|1041",NA
999,1617,"Ophio5|1042","XA68_11037"
445,1377,"Ophio5|1043","XA68_11038"
113,1894,"Ophio5|1044","XA68_11039"
356,1852,"Ophio5|1045","XA68_11040"
500,1982,"Ophio5|1046","XA68_11041"
703,1495,"Ophio5|1047","XA68_11042"
1981,7603,"Ophio5|1048","XA68_11043"
7910,10255,"Ophio5|1049","XA68_11044"
10910,12206,"Ophio5|1050","XA68_11045"
12551,13650,"Ophio5|1051","XA68_11046"
14766,15317,"Ophio5|1052","XA68_11047"
15624,16877,"Ophio5|1053","XA68_11048"
17341,19589,"Ophio5|1054","XA68_11049"
20668,21960,"Ophio5|1055","XA68_11050"
22025,22489,"Ophio5|1056","XA68_11051"
24219,24699,"Ophio5|1057","XA68_11052"
26433,27069,"Ophio5|1058","XA68_11053"
27292,28247,"Ophio5|1059","XA68_11054"
28462,30570,"Ophio5|1060","XA68_11055"
31173,32618,"Ophio5|1061","XA68_11056"
33129,33830,"Ophio5|1062","XA68_11057"
34330,34880,"Ophio5|1063","XA68_11058"
35725,37153,"Ophio5|1064","XA68_11059"
38271,39172,"Ophio5|1065","XA68_11060"
561,1610,"Ophio5|1066","XA68_11061"
1782,2030,"Ophio5|1067","XA68_11062"
405,1679,"Ophio5|1068","XA68_11063"
1739,3478,"Ophio5|1069","XA68_11064"
3903,5215,"Ophio5|1070","XA68_11065"
6447,8413,"Ophio5|1071","XA68_11066"
8821,11156,"Ophio5|1072","XA68_11067"
11756,14068,"Ophio5|1073","XA68_11068"
15331,16637,"Ophio5|1074","XA68_11069"
18034,18485,"Ophio5|1075","XA68_11070"
18910,19789,"Ophio5|1076","XA68_11071"
19979,21537,"Ophio5|1077","XA68_11072"
21803,22972,"Ophio5|1078","XA68_11073"
23419,25157,"Ophio5|1079","XA68_11074"
25763,27591,"Ophio5|1080","XA68_11075"
27886,28844,"Ophio5|1081","XA68_11076"
29258,32840,"Ophio5|1082","XA68_11077"
33442,35196,"Ophio5|1083","XA68_11078"
36669,37100,"Ophio5|1084","XA68_11079"
37322,38851,"Ophio5|1085","XA68_11080"
391,1884,"Ophio5|1086","XA68_11081"
571,1198,"Ophio5|1087","XA68_11082"
200,587,"Ophio5|1088","XA68_11083"
807,1859,"Ophio5|1089","XA68_11084"
219,1751,"Ophio5|1090","XA68_11085"
950,1417,"Ophio5|1091","XA68_11086"
393,798,"Ophio5|1092","XA68_11087"
1267,2720,"Ophio5|1093","XA68_11088"
3045,4349,"Ophio5|1094","XA68_11089"
5663,6178,"Ophio5|1095","XA68_11090"
8451,10433,"Ophio5|1096","XA68_11091"
11355,13773,"Ophio5|1097","XA68_11092"
11489,11839,"Ophio5|1098",NA
14583,15053,"Ophio5|1099","XA68_11093"
15097,16278,"Ophio5|1100","XA68_11094"
17193,19902,"Ophio5|1101","XA68_11095"
20465,21035,"Ophio5|1102","XA68_11096"
21556,23092,"Ophio5|1103","XA68_11097"
23475,24961,"Ophio5|1104","XA68_11098"
28484,29604,"Ophio5|1105","XA68_11099"
30204,32196,"Ophio5|1106","XA68_11100"
32985,34592,"Ophio5|1107","XA68_11101"
35032,36148,"Ophio5|1108","XA68_11102"
38555,39341,"Ophio5|1109","XA68_11103"
859,1421,"Ophio5|1110","XA68_11104"
34,713,"Ophio5|1111","XA68_11105"
1238,2071,"Ophio5|1112","XA68_11106"
706,1601,"Ophio5|1113","XA68_11107"
607,880,"Ophio5|1114","XA68_11108"
2653,3996,"Ophio5|1115","XA68_11109"
4747,7247,"Ophio5|1116","XA68_11110"
7262,7749,"Ophio5|1117","XA68_11111"
9280,9803,"Ophio5|1118","XA68_11112"
10883,11281,"Ophio5|1119","XA68_11113"
11587,16022,"Ophio5|1120","XA68_11114"
16204,16965,"Ophio5|1121","XA68_11115"
17707,20223,"Ophio5|1122","XA68_11116"
21162,23343,"Ophio5|1123","XA68_11117"
24245,27070,"Ophio5|1124","XA68_11118"
28296,31138,"Ophio5|1125","XA68_11119"
35067,36990,"Ophio5|1126","XA68_11120"
37715,38569,"Ophio5|1127","XA68_11121"
1064,2092,"Ophio5|1128","XA68_11122"
1230,2044,"Ophio5|1129","XA68_11123"
880,1428,"Ophio5|1130","XA68_11124"
342,1910,"Ophio5|1131","XA68_11125"
1159,1760,"Ophio5|1132","XA68_11126"
713,1496,"Ophio5|1133","XA68_11127"
2722,3810,"Ophio5|1134","XA68_11128"
3974,4705,"Ophio5|1135","XA68_11129"
5917,7227,"Ophio5|1136","XA68_11130"
11381,11755,"Ophio5|1137","XA68_11131"
12504,12809,"Ophio5|1138","XA68_11132"
13504,13803,"Ophio5|1139","XA68_11133"
14638,17067,"Ophio5|1140","XA68_11134"
17435,18166,"Ophio5|1141","XA68_11135"
18381,20403,"Ophio5|1142","XA68_11136"
24654,26058,"Ophio5|1143","XA68_11137"
28478,31430,"Ophio5|1144","XA68_11138"
31586,32668,"Ophio5|1145","XA68_11139"
33902,34339,"Ophio5|1146","XA68_11140"
34627,36069,"Ophio5|1147","XA68_11141"
36327,37763,"Ophio5|1148","XA68_11142"
795,1504,"Ophio5|1149","XA68_11143"
452,1252,"Ophio5|1150","XA68_11144"
167,2002,"Ophio5|1151","XA68_11145"
831,3292,"Ophio5|1152","XA68_11146"
4577,5041,"Ophio5|1153","XA68_11147"
5470,7801,"Ophio5|1154","XA68_11148"
8439,9918,"Ophio5|1155","XA68_11149"
10880,11737,"Ophio5|1156","XA68_11150"
13468,15281,"Ophio5|1157","XA68_11151"
15974,16408,"Ophio5|1158","XA68_11152"
17032,20411,"Ophio5|1159","XA68_11153"
20674,21507,"Ophio5|1160","XA68_11154"
21832,22337,"Ophio5|1161","XA68_11155"
23807,24457,"Ophio5|1162","XA68_11156"
29051,29340,"Ophio5|1163","XA68_11157"
29514,30549,"Ophio5|1164","XA68_11158"
31045,33351,"Ophio5|1165","XA68_11159"
34177,36165,"Ophio5|1166","XA68_11160"
36640,38347,"Ophio5|1167","XA68_11161"
576,1826,"Ophio5|1168","XA68_11162"
264,895,"Ophio5|1169","XA68_11163"
904,1314,"Ophio5|1170","XA68_11164"
414,1692,"Ophio5|1171","XA68_11165"
1043,1574,"Ophio5|1172","XA68_11166"
5929,7809,"Ophio5|1173","XA68_11167"
9055,9902,"Ophio5|1174","XA68_11168"
12025,12304,"Ophio5|1175","XA68_11169"
12724,13763,"Ophio5|1176","XA68_11170"
13997,15789,"Ophio5|1177","XA68_11171"
16847,18247,"Ophio5|1178","XA68_11172"
18314,18840,"Ophio5|1179","XA68_11173"
18880,22179,"Ophio5|1180","XA68_11174"
22526,24975,"Ophio5|1181","XA68_11175"
25210,26996,"Ophio5|1182","XA68_11176"
27717,30333,"Ophio5|1183","XA68_11177"
31551,34093,"Ophio5|1184","XA68_11178"
34666,35001,"Ophio5|1185","XA68_11179"
35268,35656,"Ophio5|1186","XA68_11180"
35930,37277,"Ophio5|1187","XA68_11181"
38167,38846,"Ophio5|1188","XA68_11182"
1209,1698,"Ophio5|1189","XA68_11183"
329,1708,"Ophio5|1190","XA68_11184"
126,1707,"Ophio5|1191","XA68_11185"
25,714,"Ophio5|1192",NA
5449,5802,"Ophio5|1193","XA68_11186"
6680,6992,"Ophio5|1194","XA68_11187"
8358,9077,"Ophio5|1195","XA68_11188"
9357,10406,"Ophio5|1196","XA68_11189"
10540,15345,"Ophio5|1197","XA68_11190"
15724,16912,"Ophio5|1198","XA68_11191"
16923,17481,"Ophio5|1199","XA68_11192"
17893,20027,"Ophio5|1200","XA68_11193"
20468,21249,"Ophio5|1201","XA68_11194"
21610,22048,"Ophio5|1202","XA68_11195"
23090,24165,"Ophio5|1203","XA68_11196"
24386,27116,"Ophio5|1204","XA68_11197"
27200,28409,"Ophio5|1205","XA68_11198"
28702,29736,"Ophio5|1206","XA68_11199"
30171,34811,"Ophio5|1207","XA68_11200"
35797,36930,"Ophio5|1208","XA68_11201"
37731,38600,"Ophio5|1209","XA68_11202"
964,1867,"Ophio5|1210","XA68_11203"
1177,1592,"Ophio5|1211","XA68_11204"
602,1912,"Ophio5|1212","XA68_11205"
1493,2998,"Ophio5|1213","XA68_11206"
5285,7475,"Ophio5|1214","XA68_11207"
7609,10643,"Ophio5|1215","XA68_11208"
10990,11639,"Ophio5|1216","XA68_11209"
11934,12512,"Ophio5|1217","XA68_11210"
